partial,f,sigma,count,meanR2,meanFittedFrameCount
1,45.7581,0.231312,5,0.911042,1686
2,92.8619,0.221494,5,0.950535,1695.2
3,138.62,0.203118,5,0.942031,1698
4,184.378,0.218541,4,0.87231,1684
5,230.136,0.182062,5,0.882607,1703
6,277.24,0.195004,3,0.838709,1693
7,322.998,0.216356,3,0.874868,1693
8,368.756,0.199379,5,0.818002,1700.6
9,415.86,0.20931,4,0.825172,1699
10,461.618,0.275878,5,0.875167,1565.6
11,508.722,0.205843,5,0.788147,1698.6
12,555.826,0.214092,3,0.763922,1690.67
13,601.584,0.182131,5,0.72052,1694.4
14,648.688,0.1855,5,0.741314,1695
15,695.792,0.133276,5,0.632857,1700.6
16,742.896,0.178206,5,0.748233,1695.2
17,789.999,0.185735,3,0.77292,1694.33
19,885.553,0.201757,5,0.830608,1695.4
20,932.657,0.191046,4,0.710325,1694.5
21,981.107,0.182645,5,0.771955,1690.8
22,1029.56,0.204528,5,0.720675,1531
23,1079.35,0.205676,3,0.769208,1691
25,1204.06,1.4401,3,0.909823,399.333
26,1251.17,1.9334,3,0.962631,319.667
27,1297.38,1.7333,4,0.973428,338.5
28,1344.48,1.41781,2,0.89447,433
29,1391.58,1.85371,3,0.966903,318.667
30,1438.69,1.76342,3,0.930146,359
33,1619.03,0.43231,5,0.957572,1105.8
34,1670.17,0.498743,5,0.92382,967
35,1722.66,0.505361,5,0.902797,975.8
36,1773.8,0.483109,5,0.889478,941.4
37,1824.94,0.528639,5,0.961728,931.6
38,1876.89,0.538743,5,0.920402,895.8
39,1929.11,0.606751,5,0.918653,771.6
40,1982.4,0.517183,3,0.953141,919.333
41,2056.42,1.43903,4,0.924165,411.25
42,2104.87,1.99086,2,0.995471,282.5
48,2470.94,0.774339,2,0.938405,654.5
49,2525.44,0.885129,2,0.971316,653
50,2583.98,0.936019,4,0.919246,542.25
51,2639.16,0.91463,4,0.959187,529.75
52,2697.03,0.978882,3,0.971973,540.667
53,2787.2,0.737426,1,0.907177,674
54,2838.35,0.794523,2,0.871333,602.5
57,2639.16,1.01185,1,0.971232,431
59,2852.7,1.10682,3,0.940845,453
60,3019.7,1.44286,4,0.935297,399.25
62,3168.07,1.08735,2,0.809872,1048.5
63,3945.06,2.09428,3,0.96567,350.667
66,3289.2,0.588514,1,0.701224,1303
69,3944.61,1.35281,2,0.801169,753
79,4602.72,2.66145,4,0.887932,428.5
88,5919.39,2.91795,3,0.927673,270.667
