partial,f,sigma,count,meanR2,meanFittedFrameCount
1,78.0579,0.311775,5,0.89362,1414.4
2,154.77,0.353849,5,0.929543,1483
3,232.828,0.192316,5,0.866993,1694.2
4,310.886,0.328635,5,0.918731,1441
5,388.943,0.200036,4,0.739502,1687.25
6,467.001,0.30788,5,0.920478,1352.4
7,545.059,0.235351,5,0.741966,1639
8,621.771,0.230051,5,0.836754,1682.2
9,701.175,0.161068,5,0.698775,1699.2
10,779.233,0.323916,3,0.781637,1224.33
11,857.291,0.287264,5,0.82249,1491.6
12,935.349,0.36701,5,0.90211,1375.8
13,1014.75,0.275821,5,0.735326,1483
14,1094.16,0.165799,5,0.678056,1635.8
15,1172.21,0.208001,4,0.685536,1420
16,1251.62,0.330666,5,0.85281,1329.6
17,1331.02,0.53879,5,0.847126,961.8
18,1411.77,0.233195,5,0.864942,1667
19,1492.52,0.169116,5,0.690537,1696.2
20,1574.62,0.298484,3,0.815993,1356
21,1656.71,0.447184,3,0.880735,772
27,2186.97,2.50361,3,0.99816,225
28,2266.37,2.76331,3,0.982178,213.333
29,2345.77,3.18637,3,0.974997,181.333
30,2423.83,3.31686,1,0.997171,169
36,2989.08,0.58855,4,0.927463,836.75
37,3140.89,0.721277,5,0.926762,1004.6
43,3239.4,0.715466,3,0.964605,921
45,3773.42,1.00095,5,0.864113,815.6
50,3882.71,0.948938,1,0.8004,1005
53,4235.31,1.78681,4,0.890251,594.75
54,5399.99,1.7498,5,0.865393,474.4
68,5542.11,2.24021,3,0.919738,351.667
70,6482.39,3.93281,3,0.861332,291
78,7185.36,1.97939,2,0.699853,523.5
84,8644.24,3.33146,1,0.819341,329
