partial,f,sigma,count,meanR2,meanFittedFrameCount
1,1668.02,1.15131,5,0.837838,372.2
2,3367.25,2.31563,5,0.960741,270.2
3,5127.59,7.26323,5,0.944678,98
4,6986.18,13.6251,4,0.928942,80.75
