partial,f,sigma,count,meanR2,meanFittedFrameCount
1,164.191,0.302872,5,0.926538,1258.4
2,329.727,0.343398,5,0.811524,1170.2
3,493.918,0.443719,5,0.93213,1020.2
4,659.454,0.300141,5,0.779021,1190.2
5,824.991,0.232005,5,0.766936,1268.6
6,990.527,0.452548,5,0.787415,840.6
7,1157.41,0.77567,2,0.805062,720
8,1324.29,0.395903,5,0.798564,902.8
9,1491.17,0.325909,5,0.832801,1177.8
10,1659.4,0.563793,1,0.685491,721
11,1828.98,0.307459,5,0.794565,1028
12,2001.24,0.368882,4,0.889157,1045.25
18,2795.01,0.346082,5,0.876959,1094
19,3218.88,0.393558,4,0.836399,1148
22,3507.76,0.616596,5,0.88924,769.4
23,3945.96,0.493924,4,0.866629,945.5
27,4131.68,0.567143,5,0.842655,992.2
28,5486.93,1.35594,5,0.814834,429.6
35,5688.8,1.60753,4,0.794565,367.5
36,6099.28,2.15629,3,0.842353,347
38,7316.35,3.13619,3,0.829923,269.667
43,7389.93,3.0978,1,0.833015,353
44,9017.03,5.2656,2,0.826716,192.5
51,10008.9,7.97114,1,0.891631,121
55,10267.3,3.43498,1,0.72233,269
56,10527,3.30672,1,0.682731,261
