partial,f,sigma,count,meanR2,meanFittedFrameCount
1,48.4497,0.23149,5,0.897488,1697.8
2,98.2452,0.224646,5,0.879877,1696.2
3,146.695,0.20444,5,0.904321,1699.2
4,195.145,0.201091,5,0.893077,1697.6
5,244.94,0.227056,5,0.960617,1693.4
6,293.39,0.23271,5,0.953204,1694.8
7,341.84,0.200892,3,0.864844,1695
8,391.635,0.228153,5,0.958116,1697.4
9,440.085,0.237572,5,0.889677,1694.4
10,489.88,0.207514,4,0.805907,1671.75
11,539.676,0.221696,4,0.784178,1573.25
12,588.126,0.254517,5,0.942073,1691
13,637.921,0.21132,5,0.774968,1694.2
14,687.717,0.189295,2,0.766757,1693.5
15,737.512,0.195821,4,0.736352,1697.25
16,787.308,0.176132,5,0.744774,1698.8
17,837.103,0.150506,5,0.70253,1699.2
18,886.899,0.225537,5,0.867349,1685.4
19,937.502,0.214445,5,0.891679,1692.4
20,987.836,0.274135,5,0.722803,1465
21,1038.98,0.228336,5,0.850062,1690.8
22,1091.46,0.196331,5,0.727399,1691.2
23,1143.95,0.185407,2,0.800947,1698.5
25,1274.5,1.76585,3,0.987818,325.667
26,1325.64,1.43657,3,0.949667,431.667
27,1375.43,1.31629,3,0.921631,433.667
28,1425.23,1.58807,3,0.945085,401.333
29,1475.02,1.48755,3,0.938802,428.333
30,1524.82,1.31007,1,0.949576,446
32,1658.06,0.507323,3,0.9534,955.667
33,1713.24,0.436113,5,0.890589,1037.4
34,1766.53,0.438788,5,0.924082,1186
35,1820.09,0.470897,5,0.939716,1024.4
36,1874.73,0.590504,5,0.969866,928.8
37,1928.57,0.547209,5,0.837085,713.2
38,1983.75,0.469785,5,0.927578,1115.6
39,2038.93,0.528719,4,0.894785,903.5
41,2177.55,1.53484,3,0.963889,373.667
42,2228.69,1.77834,2,0.992401,292
43,2279.83,1.90706,2,0.995139,275.5
45,2431.57,0.723186,4,0.944039,714
46,2489.44,0.762692,4,0.970576,676
48,2605.07,0.857191,3,0.96722,607.333
49,2664.29,0.885976,3,0.934533,583.333
50,2725.3,0.9559,3,0.905374,534.667
51,2793.93,0.623603,1,0.864392,756
53,2950.05,0.997309,2,0.872396,481.5
54,2976.7,1.12312,5,0.957762,501.6
57,2781.82,1.10284,2,0.951984,420
58,3360.97,1.21769,3,0.858323,728.667
68,4033.71,1.69493,5,0.878716,525.2
78,4995.7,2.58407,4,0.870987,507.25
94,5602.67,2.79532,3,0.884217,339.333
95,6050.83,2.90123,2,0.854125,401
