partial,f,sigma,count,meanR2,meanFittedFrameCount
1,440.085,0.396208,5,0.795319,850.8
2,881.516,0.430369,5,0.758641,850.4
3,1324.29,0.379673,5,0.676986,847.6
4,1770.84,0.492926,5,0.887756,848.2
5,2220.88,0.507352,5,0.815066,846.2
6,2677.65,0.646186,5,0.909652,843.6
8,3139.81,0.886651,5,0.956054,685.4
9,3609.5,1.10841,5,0.89598,481.2
10,4575,2.23916,5,0.863384,249.8
12,5071.61,3.82041,5,0.906226,191.6
13,5580.33,4.60658,5,0.888113,186.2
14,6104.66,5.43657,4,0.891113,152.25
15,7185.36,6.76605,3,0.853256,127
18,8914.75,8.1403,2,0.755923,153.5
21,9523.06,11.1656,1,0.891203,95
22,10148.9,11.5331,1,0.914654,91
23,10790.8,10.3891,1,0.835182,95
