partial,f,sigma,count,meanR2,meanFittedFrameCount
1,196.49,0.280893,5,0.926566,1243.4
2,391.635,0.451171,5,0.870015,1067.2
3,588.126,0.317141,4,0.803929,1205
4,784.616,0.439538,5,0.859019,1084.4
5,982.452,0.32894,5,0.903362,1182.2
6,1180.29,0.284902,5,0.8227,1215.2
7,1378.12,0.270588,5,0.760153,1157
8,1577.31,0.302348,5,0.822554,1174
9,1777.84,0.422959,5,0.894649,970.2
10,1980.25,0.344466,5,0.848114,1126
11,2184.27,0.297411,5,0.944595,1235.2
12,2388.84,0.604142,5,0.897082,741.6
13,2594.75,0.454582,5,0.793275,763.2
14,2803.35,0.423715,4,0.783574,771.5
15,3011.96,0.386096,3,0.855648,1270.33
16,3011.96,0.411933,2,0.911155,1193
18,3224.6,0.43364,5,0.831311,1053.8
19,3786.34,0.732904,5,0.88571,705
20,3873.28,0.775658,1,0.739998,513
22,4093.73,0.74865,5,0.874824,777.6
24,4316.87,0.915785,5,0.847945,666.4
25,5002.97,1.55627,5,0.926197,482.8
28,5473.47,1.54277,4,0.901399,435.5
30,6523.21,2.87287,4,0.863763,256
36,9166.42,6.09497,2,0.88349,144.5
45,10364.2,5.48581,1,0.793817,190
50,10677.8,4.70282,1,0.757663,200
