partial,f,sigma,count,meanR2,meanFittedFrameCount
1,87.4786,0.231344,5,0.903742,1686
2,174.957,0.38344,5,0.898378,1444
3,261.09,0.274928,5,0.872438,1653.6
4,348.569,0.263193,5,0.929776,1656.2
5,436.047,0.291013,5,0.867091,1490.4
6,523.526,0.235409,5,0.759164,1561.4
7,611.005,0.259133,2,0.901737,1608.5
8,698.483,0.141559,5,0.815837,1701.2
9,787.308,0.202638,5,0.824591,1689.4
10,874.786,0.326422,4,0.765662,1296
11,963.611,0.255161,1,0.710598,1688
12,1051.09,0.476967,5,0.833537,1242.4
13,1139.91,0.215638,3,0.682382,1581.33
14,1228.74,0.481377,2,0.784849,1166.5
15,1317.56,0.212276,4,0.702115,1542
16,1406.39,0.325032,4,0.783809,1240.25
17,1496.56,0.192933,5,0.829802,1614.4
18,1586.73,0.225332,5,0.748557,1571.2
19,1676.9,0.22486,4,0.676458,1472.75
20,1768.41,0.299792,5,0.800198,1236.8
21,1861.28,0.232079,5,0.806302,1508.6
22,1954.14,0.440624,2,0.656444,841
28,2546.3,2.06805,2,0.997753,254
29,2635.13,2.17379,2,0.996486,245
33,2656.66,0.359818,5,0.888691,1180.8
34,2694.34,0.304739,2,0.934516,1555.5
35,2789.9,0.349873,5,0.856632,1078.2
36,3176.15,0.555522,5,0.868479,1056.6
40,3472.23,0.619892,5,0.86007,913.6
43,3571.82,0.658061,5,0.767672,927
45,4233.16,1.79098,5,0.810837,609.4
51,4289.48,1.0513,4,0.884934,594.75
52,4609.45,1.15563,4,0.881981,649.25
53,4823.44,1.12469,2,0.821178,671
57,4960.04,1.30806,4,0.819944,578.5
58,5042.36,1.44051,3,0.839448,654.667
59,5522.59,1.48027,4,0.839608,566.75
60,5264.87,0.589183,1,0.641421,1079
61,5719.76,1.64873,2,0.735001,734.5
65,5952.58,1.85429,3,0.792241,574
67,6189.45,2.28064,3,0.886376,309.667
69,6308.78,2.35005,3,0.801966,482.333
70,6798.21,2.45654,3,0.771726,455.667
74,7174.59,3.58404,2,0.867824,308.5
77,8506.29,4.5278,2,0.863964,268
82,8217.61,1.68211,1,0.666049,482
85,9193.33,1.77872,1,0.65261,426
92,10222.9,3.5615,1,0.774407,273
