partial,f,sigma,count,meanR2,meanFittedFrameCount
1,32.2998,0.210574,5,0.977533,1704.6
2,64.5996,0.181914,5,0.962232,1702
3,96.8994,0.134251,5,0.849998,1704.4
4,130.545,0.144847,5,0.916351,1704.4
5,162.845,0.147183,5,0.917982,1706.6
6,195.145,0.113289,5,0.742809,1705.2
7,227.444,0.107361,5,0.775344,1707.6
8,261.09,0.0937658,2,0.60673,1706
9,293.39,0.13479,5,0.880627,1705.2
10,327.036,0.140245,5,0.91495,1705.2
11,359.335,0.098868,5,0.673565,1707
12,392.981,0.10296,5,0.706698,1705
13,425.281,0.125681,5,0.800528,1703.8
14,458.926,0.149971,5,0.850833,1703
15,492.572,0.165539,5,0.913088,1703.4
16,526.218,0.155914,5,0.876854,1704.6
17,559.863,0.159369,5,0.898138,1703.4
18,593.509,0.184064,5,0.951343,1698
19,627.155,0.175987,5,0.890612,1700.2
20,660.8,0.186142,5,0.906164,1700.4
21,695.792,0.200717,5,0.947045,1703.4
22,729.706,0.196594,5,0.954134,1699
23,764.429,0.20783,5,0.957583,1696.4
24,803.188,0.289945,5,0.972621,1547.6
25,837.642,0.305293,5,0.972125,1546.2
26,869.403,0.232757,4,0.964705,1696.25
27,905.74,0.257308,5,0.982999,1690.2
28,940.732,0.285184,5,0.989258,1680.8
29,977.069,0.29292,5,0.988215,1683.2
30,1013.41,0.307044,5,0.985228,1683
31,1049.74,0.339816,5,0.989835,1564.4
32,1086.08,0.366744,5,0.996484,1576.6
33,1123.76,0.421957,5,0.980849,1170.4
34,1162.79,0.415023,4,0.976685,1266.25
35,1200.48,0.427163,5,0.973106,1331.6
36,1254.31,0.463474,3,0.896833,1086.33
37,1287.95,0.514374,3,0.925723,1025.33
38,1322.95,0.628599,2,0.947413,842
39,1356.59,0.755974,2,0.961563,695
41,1460.22,0.925105,4,0.988424,612.25
42,1495.21,0.893311,4,0.983179,628
43,1528.86,0.85399,3,0.97115,680.667
44,1584.04,0.631659,1,0.992451,905
45,1625.76,0.717375,2,0.981886,789
46,1667.48,0.678336,5,0.991186,851.6
47,1710.54,0.735653,5,0.98285,746.8
48,1753.61,0.774344,5,0.95163,683.8
49,1795.33,0.928939,5,0.997646,631.2
50,1838.4,0.96811,5,0.993513,618
51,1880.39,0.895839,5,0.989035,605.4
52,1925.88,0.927852,4,0.989954,606.5
53,1967.6,0.951694,5,0.986061,581
54,2011.74,1.01764,5,0.991819,531
55,2056.42,1.01199,5,0.98058,524.8
56,2102.18,1.04913,4,0.982229,531.5
57,2147.94,1.06169,5,0.98167,486.6
58,2192.62,1.14637,5,0.999435,506.6
59,2239.45,1.06968,5,0.962717,467.8
60,2285.55,1.05039,4,0.966458,501.25
61,2333.66,1.1847,4,0.97904,475.5
62,2378.61,1.27083,5,0.994461,433
63,2427.87,1.14299,4,0.989075,475
64,2476.65,1.11473,4,0.99183,495.5
65,2531.95,1.15044,3,0.977912,468
66,2573.22,1.22253,3,0.953758,395
67,2624.36,1.29456,3,0.979141,401.667
68,2675.5,1.37213,3,0.99061,393.667
71,2855.84,1.80639,5,0.997228,314.2
81,2931.21,1.56815,5,0.938274,391
82,3145.19,0.795796,4,0.7412,1151.25
86,3385.2,0.736639,3,0.785647,1003
87,4283.76,1.7166,4,0.795349,699.25
