partial,f,sigma,count,meanR2,meanFittedFrameCount
1,154.77,0.225277,5,0.766945,1266
2,310.886,0.354657,5,0.855604,1209
3,467.001,0.288858,5,0.825675,1214.6
4,621.771,0.297702,5,0.835319,1264.6
5,777.887,0.27697,5,0.821198,1231.2
6,935.349,0.235268,5,0.734646,1255.8
7,1091.46,0.235127,3,0.78183,1263
8,1248.93,0.276568,5,0.877515,1198.4
9,1406.39,0.403038,3,0.687651,915.333
10,1565.19,0.280891,5,0.655177,1200
11,1725.35,0.225761,4,0.740755,1264.75
12,1888.19,0.284605,3,0.762946,1154.33
19,3095.4,0.311841,5,0.791053,1283.4
22,3196.33,0.322987,3,0.784135,1246.67
23,3365.91,0.54246,5,0.761658,822.8
24,3535.48,0.617968,5,0.900771,882.6
25,3846.64,0.399447,5,0.758775,984.4
26,3881.36,0.794252,1,0.681338,877
28,4955.33,0.808295,5,0.814127,647.2
34,5139.71,1.11535,5,0.823792,531.2
35,5326.78,1.04598,5,0.796953,558.6
36,6488.9,1.73209,4,0.808876,333
42,6768.6,2.58556,3,0.882198,321
43,6922.92,3.09148,2,0.895043,316.5
44,7947.1,2.82883,3,0.775895,231.333
48,9288.89,5.39419,2,0.890274,154.5
54,10236.3,5.19436,1,0.856238,210
58,11488,4.80191,1,0.782115,207
