partial,f,sigma,count,meanR2,meanFittedFrameCount
1,348.569,0.550628,5,0.787896,765
2,698.483,0.443663,5,0.944144,825.6
3,1049.74,0.419781,1,0.628508,799
4,1402.35,0.517767,5,0.78225,730.4
5,1757.65,0.53437,5,0.801459,751.8
6,2115.64,0.328852,4,0.689173,828.75
7,2476.32,0.554217,5,0.899683,722.4
8,2842.38,0.492431,5,0.878491,789
10,3211.68,0.615297,5,0.872911,787.2
11,3967.49,1.13051,5,0.901757,480.8
13,4355.09,1.41298,5,0.891333,391.2
14,5456.65,3.1978,4,0.896858,226
17,5558.26,3.12773,1,0.874692,341
18,5975.46,3.44466,4,0.888139,256
19,6832.75,4.83199,3,0.87467,166.667
21,7278.67,5.66874,3,0.847564,159
22,8668.46,6.19453,1,0.807276,163
26,9154.3,6.34709,1,0.813496,159
