partial,f,sigma,count,meanR2,meanFittedFrameCount
1,138.62,0.224342,5,0.765246,1264.6
2,277.24,0.315791,5,0.906338,1188.2
3,415.86,0.28346,5,0.934043,1259.6
4,554.48,0.298164,5,0.914611,1263.4
5,693.1,0.200304,5,0.754264,1267
6,833.066,0.255174,5,0.850287,1265.2
7,971.686,0.341591,5,0.786413,1142.8
8,1111.65,0.280541,5,0.877869,1213.8
9,1252.96,0.277458,5,0.815844,1252.2
10,1392.93,0.400169,5,0.708288,1011.2
11,1535.59,0.304619,5,0.764942,1163
12,1680.94,0.384368,3,0.919805,1155.67
21,2691.65,0.370323,5,0.749203,945.6
22,3200.64,0.38323,5,0.929626,1260.4
25,3291.89,0.399652,3,0.929006,1228.33
26,3910.97,0.48885,5,0.833653,968.4
31,4390.08,0.58189,4,0.840842,840.25
34,5053.04,1.09712,5,0.867425,555.8
35,5387.34,1.3203,2,0.782835,417
39,5559.6,1.46549,5,0.860048,488.2
40,5908.98,1.87582,5,0.853377,418.8
42,6814.92,2.15297,4,0.815769,324.75
47,7515.09,3.05984,3,0.876802,290.667
49,8165.12,3.41976,2,0.847947,245
54,8675.19,4.49339,2,0.881862,190
55,8777.47,4.56054,1,0.893902,250
56,9196.02,3.08437,1,0.779681,327
58,10065.4,3.73911,1,0.749454,255
62,10283.5,2.27628,1,0.611871,336
