partial,f,sigma,count,meanR2,meanFittedFrameCount
1,65.9454,0.26128,5,0.923545,1588.6
2,130.545,0.272065,5,0.950588,1577.6
3,196.49,0.206614,4,0.786224,1695.25
4,261.09,0.276346,5,0.842797,1688
5,327.036,0.241523,5,0.883797,1650
6,391.635,0.24629,5,0.882377,1693.6
7,457.581,0.323827,2,0.850376,1501
8,523.526,0.239161,5,0.944096,1650.8
9,588.126,0.207528,5,0.896477,1695
10,654.071,0.186194,4,0.729137,1647.25
11,720.016,0.225837,5,0.825615,1683.6
12,785.962,0.311959,2,0.885595,1418.5
13,851.907,0.206667,5,0.712153,1696.8
14,917.853,0.276405,2,0.780045,1491
15,985.144,0.258474,2,0.738748,1474.5
16,1051.09,0.208346,5,0.727689,1582.2
17,1118.38,0.171844,5,0.807727,1695.8
18,1184.33,0.17474,5,0.698679,1622.2
19,1252.96,0.234329,3,0.740309,1355
20,1321.6,0.419938,3,0.723165,924.667
21,1391.58,0.233249,3,0.785281,1500.33
27,1837.05,2.07218,3,0.990469,270
28,1903,1.89816,3,0.983683,302.333
29,1970.29,1.80751,2,0.99589,291
30,2036.23,2.11868,1,0.965243,280
33,2283.87,0.362074,5,0.840898,1052.6
34,2355.19,0.443144,5,0.905345,1047.2
35,2426.52,0.384888,5,0.912013,1204.4
36,2497.85,0.440548,5,0.914406,1201.4
37,2570.53,0.486963,5,0.905122,896.4
38,2645.89,0.505442,2,0.803427,781.5
41,2908.33,2.72364,2,0.999519,205
42,2975.62,2.27179,2,0.999557,243.5
43,2643.2,0.434391,3,0.891862,934.667
44,3010.61,0.563525,5,0.927644,1041
49,3116.12,0.747848,5,0.920117,1023.8
50,3161.34,0.677301,3,0.968152,935.333
51,3390.13,0.780085,5,0.871488,863.8
52,3594.7,0.919881,3,0.86226,953
56,3620.27,0.548657,1,0.758272,1500
57,4299.37,1.52177,5,0.896601,557.4
61,5270.25,1.52372,3,0.89223,511
66,5270.25,2.03885,2,0.889213,411
76,5374.33,2.20568,3,0.90142,400.667
77,5917.59,2.56508,3,0.864616,389.333
83,6013.15,2.43354,3,0.865673,377.667
84,6149.08,2.37653,3,0.792398,535
85,7027.9,2.37249,2,0.883397,257
93,7284.28,2.73243,2,0.772403,410
96,7906.72,3.058,2,0.780903,316
