partial,f,sigma,count,meanR2,meanFittedFrameCount
1,117.087,0.237732,5,0.892173,1562.4
2,232.828,0.211684,5,0.878881,1690.6
3,349.915,0.250416,4,0.807352,1508.75
4,465.656,0.22074,5,0.903076,1631.2
5,582.742,0.200221,5,0.914899,1690.8
6,699.829,0.145401,5,0.794385,1700.2
7,816.916,0.238493,3,0.791986,1498.67
8,934.003,0.174968,5,0.776586,1691.6
9,1051.36,0.187974,5,0.739077,1628.2
10,1169.52,0.348736,3,0.724159,1112
11,1289.3,0.224067,5,0.847493,1588.2
12,1411.77,1.33176,2,0.971394,409.5
20,2457.48,3.00564,3,0.997687,185.333
21,2575.91,3.20403,3,0.993468,172.667
24,2995.81,0.357288,5,0.838946,1054.6
25,2744.14,0.433344,5,0.985664,1182.6
26,3123.66,0.408084,5,0.936573,1462.2
29,3250.44,0.375461,5,0.883608,1310.2
30,3508.84,0.613532,5,0.873646,901.2
32,3639.11,0.555486,5,0.828361,973.2
33,4416.46,0.795925,5,0.860818,736
38,4581.19,1.37134,3,0.865021,570
40,4719.81,0.984521,5,0.874761,621.2
41,5116.29,1.19882,5,0.846461,578.8
43,5577.1,1.67188,4,0.840026,441.25
46,5723.79,1.22692,4,0.765291,536.75
47,5872.51,1.62839,4,0.854366,453
48,6173.3,2.1592,3,0.899365,334.667
50,6791.03,2.21103,3,0.829638,362.333
53,7110.89,2.89528,3,0.855409,284.667
55,7272.84,2.92044,2,0.847995,268
56,8270.1,4.28748,2,0.870792,204.5
61,9146.9,4.74022,2,0.829932,237.5
65,9439.62,4.96254,1,0.875947,179
66,11228.2,1.91212,1,0.568007,353
