partial,f,sigma,count,meanR2,meanFittedFrameCount
1,39.0289,0.166257,5,0.931246,1706.6
2,78.0579,0.138752,5,0.88295,1705.2
3,115.741,0.139799,5,0.910688,1705
4,154.77,0.107377,5,0.731147,1706
5,193.799,0.132195,5,0.881577,1706
6,232.828,0.109487,5,0.828161,1708.2
7,271.857,0.135691,5,0.899668,1705.8
8,310.886,0.0992461,5,0.656787,1707.6
9,349.915,0.114961,5,0.781962,1706
10,388.943,0.143694,5,0.918531,1705
11,427.972,0.169933,5,0.945642,1703
12,467.001,0.194626,5,0.957489,1700.6
13,506.03,0.186216,5,0.95435,1700.8
14,545.059,0.204147,5,0.97264,1699.2
15,585.434,0.211203,5,0.975843,1698.8
16,624.463,0.182531,5,0.907979,1701.4
17,664.838,0.182845,5,0.885016,1699.6
18,705.212,0.193546,5,0.948134,1698.8
19,745.049,0.203268,5,0.958205,1698
20,784.616,0.217705,5,0.971284,1696.6
21,824.991,0.217127,5,0.966562,1697.8
22,866.711,0.262631,5,0.98187,1689
23,907.086,0.288028,5,0.993953,1687.2
24,947.461,0.287811,5,0.991512,1691.8
25,990.527,0.311864,5,0.986925,1677.4
26,1032.25,0.353827,5,0.987655,1493
27,1099.54,2.60339,5,0.974531,232.6
29,1170.87,0.548414,1,0.930958,919
34,1409.08,0.517967,3,0.973505,1046
35,1454.84,0.549015,5,0.988661,1004.6
36,1500.33,0.553125,5,0.992703,1022.2
37,1545.01,0.609593,5,0.986382,953
38,1588.61,0.589885,5,0.991336,980.6
39,1633.83,0.729255,5,0.999824,802
40,1679.05,0.662421,5,0.985088,825.6
41,1724,0.727504,5,0.97989,759.6
42,1770.03,0.651177,5,0.943334,721.2
43,1816.86,0.840821,5,0.972282,633.8
44,1862.62,0.855499,5,0.983961,711.8
45,1909.73,0.784572,5,0.981762,671.6
46,1958.18,0.941919,4,0.990526,629
50,2185.62,1.15345,2,0.981127,484.5
51,2227.34,1.26871,2,0.992563,427
52,2269.06,1.22969,2,0.999341,454
53,2345.77,1.25188,5,0.999595,460
54,2396.91,1.27961,4,0.999167,447.25
55,2444.92,1.21881,3,0.988372,464.333
56,2500.54,1.29708,3,0.992624,424.667
57,2550.34,1.24846,2,0.988402,410.5
58,2602.83,1.30097,3,0.963981,380.667
59,2655.31,1.4112,4,0.986818,404.25
60,2707.8,1.30113,3,0.973183,388.333
64,2956.78,1.25535,1,0.995322,424
65,2975.08,1.53907,5,0.997159,455.6
69,3302.66,1.02085,3,0.85348,1040
79,3376.68,1.33137,4,0.910905,761.75
80,3493.76,0.991013,4,0.859321,990
82,3793.54,0.860496,4,0.730006,1050.5
85,4953.98,2.63241,1,0.884042,361
88,4953.98,0.951087,3,0.763519,908.667
