partial,f,sigma,count,meanR2,meanFittedFrameCount
1,55.1788,0.212819,4,0.890873,1691.5
2,110.358,0.206596,4,0.867812,1697.5
3,164.191,0.214423,5,0.8781,1697.8
4,219.37,0.253527,5,0.934744,1687.6
5,274.548,0.248218,4,0.879282,1695
6,329.727,0.169612,5,0.76342,1695.4
7,384.906,0.214531,5,0.861615,1698.8
8,440.085,0.200325,5,0.842198,1704.6
9,495.264,0.176641,5,0.74578,1695.4
10,550.443,0.150097,2,0.673807,1699
11,605.621,0.128963,3,0.755353,1701.33
12,660.8,0.201051,5,0.760332,1698.2
13,715.979,0.242323,5,0.83989,1602
14,771.158,0.199254,5,0.820331,1696.8
15,827.682,0.204582,5,0.901144,1700.4
16,882.861,0.219419,5,0.922024,1696
17,939.386,0.205694,5,0.835634,1699.4
18,994.565,0.260247,5,0.891634,1690.8
19,1051.09,0.232575,5,0.877505,1474.2
20,1110.31,0.282296,4,0.927932,1683.75
21,1168.18,0.24595,4,0.881933,1694.75
22,1227.39,0.229304,2,0.836755,1703.5
25,1429.27,1.21011,2,0.854448,447.5
26,1487.14,0.76233,4,0.872388,642
27,1543.33,0.593655,4,0.890049,831.25
28,1598.84,0.654519,3,0.914797,760
29,1654.47,0.686653,3,0.948229,786.333
30,1734.77,0.500658,1,0.951206,1041
31,1796.68,0.499802,5,0.97513,1134.6
32,1857.91,0.511965,4,0.968224,1031.75
33,1915.92,0.509699,5,0.961311,1040.4
34,1975.67,0.499718,5,0.971499,1071.8
35,2035.16,0.550757,5,0.970525,954.2
36,2096.8,0.557547,5,0.982597,1007.6
37,2157.36,0.529004,5,0.965515,1012
40,2383.46,0.659706,2,0.986205,788
41,2441.33,0.619699,2,0.990915,811.5
42,2519.38,0.744443,3,0.962638,725
43,2587.48,0.765133,5,0.96779,717.2
44,2649.12,0.812194,5,0.959008,648.4
45,2710.22,0.814556,5,0.976973,672.2
46,2771.05,0.980005,4,0.972299,566.75
47,2842.38,0.979542,1,0.920417,493
52,3319.25,1.19084,3,0.97384,514.667
53,3220.56,1.14079,3,0.899288,891.333
57,3343.03,1.0665,2,0.885041,922
58,3593.35,0.833662,1,0.828985,1050
65,4153.22,1.72177,5,0.894465,667.6
69,4312.02,0.719958,2,0.750756,1048.5
75,4771.62,1.76381,4,0.885824,564
77,4875.92,2.41421,1,0.968869,389
80,6468.04,3.75797,1,0.96482,200
81,4923.03,0.603183,1,0.749912,1034
82,5506.67,2.16555,3,0.840735,623.333
83,5075.78,0.793077,2,0.732027,947
84,6468.04,2.09899,1,0.771727,419
