partial,f,sigma,count,meanR2,meanFittedFrameCount
1,57.8705,0.27665,5,0.885982,1528.2
2,116.279,0.216868,5,0.808008,1643.6
3,174.957,0.216168,5,0.869647,1687.2
4,232.828,0.196571,5,0.875825,1701.4
5,290.698,0.231761,5,0.838934,1695
6,348.569,0.199572,5,0.787722,1696.6
7,407.785,0.228385,3,0.808265,1688.67
8,465.656,0.266404,4,0.782832,1529.75
9,523.526,0.18085,5,0.831452,1699.6
10,582.742,0.29063,3,0.851606,1491.67
11,640.613,0.224047,5,0.806741,1669.2
12,699.829,0.147671,5,0.810937,1696.4
13,758.507,0.238476,5,0.902846,1637.8
14,816.916,0.145107,4,0.662009,1700
15,876.132,0.167965,3,0.699764,1694.67
16,935.349,0.169006,5,0.726829,1696.8
17,994.565,0.181601,5,0.733294,1697.4
18,1053.78,0.181154,5,0.73136,1695.4
19,1114.34,0.170566,5,0.698016,1698
20,1176.25,0.215707,5,0.76764,1596.6
21,1238.16,0.147488,1,0.618136,1708
22,1301.41,0.574175,2,0.903317,685.5
25,1514.05,2.0479,2,0.998799,274.5
26,1575.96,1.58518,4,0.975742,379.5
27,1633.83,1.62305,3,0.996964,366
28,1693.05,1.35018,4,0.949823,461.25
29,1752.26,1.35113,4,0.964522,420
30,1837.05,0.356631,5,0.85085,1270.6
31,1898.96,0.357704,5,0.899229,1164.4
32,1960.87,0.366453,5,0.933231,1363.2
33,2022.78,0.356726,5,0.897867,1332.6
34,2084.68,0.416897,5,0.910468,1077.6
35,2149.28,0.446851,5,0.927402,1142.4
36,2225.32,1.40077,2,0.92342,376
37,2299.34,3.60268,4,0.894531,143.25
40,2523.42,0.57815,2,0.919136,789.5
41,2590.71,1.76628,4,0.934595,630.5
42,2656.66,0.511201,5,0.925423,946
43,2722.6,0.60674,5,0.951873,892.2
44,2787.2,0.587929,4,0.949521,882.5
50,2787.2,0.632547,1,0.95735,779
51,3101.32,0.793424,5,0.920512,1018.2
55,3116.48,0.792576,3,0.897594,1091
56,3184.22,0.840552,4,0.891478,1010.75
57,3602.24,1.11382,5,0.886926,953.8
58,3832.91,0.833159,2,0.79543,1173
65,4165.6,1.3649,5,0.86667,844
66,4274.34,1.55561,2,0.858299,838.5
67,4598.68,0.897983,1,0.723637,886
75,4980.56,1.73158,4,0.878599,520.5
80,5755.42,1.79888,4,0.843144,542.25
84,6138.31,2.03684,2,0.74133,715
92,6902.29,3.21592,3,0.847533,368.667
