partial,f,sigma,count,meanR2,meanFittedFrameCount
1,34.9915,0.185503,5,0.857721,1279
2,68.6371,0.1887,5,0.883259,1272.6
3,103.629,0.159293,5,0.82369,1275.4
4,137.274,0.157981,5,0.823338,1275.2
5,172.266,0.167702,5,0.847836,1276.8
7,241.172,0.166661,5,0.766029,1277.6
8,275.894,0.154683,5,0.82554,1240.6
9,310.886,0.132644,5,0.715011,1276.8
11,380.869,0.153293,5,0.695512,1274.8
13,450.851,0.181877,5,0.864072,1275.4
15,520.834,0.214887,5,0.924442,1274.4
16,557.172,0.129481,5,0.641152,1276.8
17,592.163,0.188469,5,0.857637,1272.8
18,627.424,0.232616,5,0.87905,1259.8
19,663.492,0.2185,5,0.868981,1272
20,699.829,0.228305,5,0.797413,1271
21,735.359,0.1736,5,0.827533,1262.2
22,772.504,0.208438,5,0.894918,1272.2
23,808.841,0.220344,5,0.93138,1273.8
24,845.178,0.253193,5,0.923166,1274.4
25,881.516,0.242391,5,0.919929,1273.6
26,919.199,0.313372,5,0.97706,1272.6
27,956.882,0.320239,5,0.958975,1267.6
28,998.871,0.470702,5,0.948208,874.6
29,1033.59,0.328353,4,0.970275,1196
30,1072.62,0.347542,2,0.977672,1263
34,1255.65,0.6888,1,0.97063,851
35,1295.58,0.538473,3,0.989162,1065.33
36,1334.16,0.632171,3,0.99219,991
37,1379.47,0.484393,5,0.993081,1183.4
38,1421.19,0.508864,5,0.991512,1095.8
39,1461.03,0.52188,5,0.991087,1043.8
40,1498.44,0.632205,5,0.846069,663.6
41,1543.66,0.574792,5,0.979312,981
42,1584.31,0.685087,5,0.93003,800.6
43,1625.76,0.624328,5,0.977346,865
44,1668.82,0.635871,4,0.99845,911.5
45,1710.54,0.701973,5,0.976298,762.2
46,1753.61,0.733576,3,0.984294,745.333
47,1796.68,0.776694,3,0.996454,732
48,1838.4,0.845767,4,0.991684,678.25
49,1882.81,0.83532,4,0.995277,674.75
50,1926.89,0.905533,4,0.999662,644.5
51,1971.63,0.943509,3,0.997189,661.333
59,2387.49,1.07002,3,0.974239,521.333
60,2435.05,1.19846,3,0.99987,480.333
61,2483.5,1.1425,3,0.984759,456
62,2532.17,1.21219,2,0.967167,428.5
63,2581.74,1.49524,3,0.997581,391
64,2636.47,1.23799,2,0.978584,436
65,2680.88,1.22251,1,0.979693,485
67,2784.51,1.55057,2,0.996243,358
68,2835.65,1.65386,1,0.987925,345
71,3044.93,1.98106,4,0.96006,359
81,3262.28,2.55866,4,0.95073,303.75
85,3713.13,3.8126,3,0.97484,213
86,4496.4,2.72843,1,0.948101,273
89,4020.65,3.2346,2,0.931201,275
90,4495.06,3.04798,1,0.877705,228
