partial,f,sigma,count,meanR2,meanFittedFrameCount
1,207.257,0.313489,1,0.677129,1012
2,415.86,0.247854,5,0.711699,1013
3,623.117,0.283381,5,0.816462,1011
4,831.72,0.350866,5,0.820142,1000.4
5,1040.32,0.345992,5,0.839434,986.8
6,1250.27,0.36151,5,0.815315,996
7,1461.57,0.482125,5,0.878958,857.2
8,1674.21,0.505807,5,0.960759,1006.8
9,1886.85,0.523898,5,0.94654,940.4
10,2100.83,0.570469,5,0.923234,811.6
11,2317.51,0.647499,4,0.942084,806
12,2535.8,0.886832,5,0.988007,601
13,2756.25,0.908556,5,0.95582,528
14,2976.97,0.916542,4,0.942942,518.5
16,3089.34,0.988129,2,0.921795,563.5
17,3201.72,1.06982,4,0.914949,609.5
18,3894.15,1.68747,4,0.947968,391.25
19,4360.47,2.39875,2,0.89081,308.5
24,5091.59,2.51399,4,0.94856,307.75
27,5339.34,2.59926,3,0.937753,289
28,5852.1,3.56418,3,0.918638,227.333
30,6919.34,4.4348,3,0.854252,202.333
35,7476.06,5.08959,2,0.838777,225
36,7755.99,3.15155,1,0.716982,304
38,8052.07,4.78268,1,0.84358,220
39,8344.12,4.82529,1,0.815816,215
