partial,f,sigma,count,meanR2,meanFittedFrameCount
1,103.629,0.299586,4,0.822741,1263.75
2,207.257,0.213403,3,0.766358,1258
3,310.886,0.160045,1,0.641058,1272
4,414.514,0.188731,4,0.717289,1266.25
5,519.489,0.202023,3,0.716891,1264
6,623.117,0.258121,5,0.830999,1266.6
7,728.091,0.243383,5,0.795214,1270
8,831.72,0.240795,5,0.79691,1269.4
9,936.694,0.283751,5,0.756729,1233.4
10,1041.67,0.246128,5,0.815647,1268
11,1146.64,0.213177,5,0.827889,1270.4
12,1251.62,0.290193,5,0.855751,1261
13,1357.94,0.324469,5,0.926594,1236.6
14,1464.26,0.405878,5,0.950928,1178
15,1570.58,0.3784,5,0.893917,1072.8
16,1677.17,0.404736,5,0.817061,978.4
17,1784.56,0.377951,5,0.913759,1158.8
18,1892.5,0.42598,5,0.9332,1172.2
19,2001.24,0.413253,5,0.92201,1143.4
20,2110.25,0.490204,4,0.851881,798
21,2218.19,0.544135,5,0.899691,871
22,2328.28,0.544021,4,0.957341,940.25
23,2438.9,0.51224,5,0.969155,977
24,2550.34,0.64659,4,0.922634,762.75
25,2662.04,0.568728,3,0.912614,782
26,2776.44,0.772332,3,0.963867,698.667
27,2890.83,0.862369,1,0.905882,511
28,3046.68,0.806736,5,0.934514,766.8
31,3114.24,0.821628,1,0.800607,550
34,3298.89,0.908834,5,0.908597,698
35,3345.72,1.31147,2,0.86941,590.5
36,3461.73,1.25959,5,0.895158,580.6
37,4367.2,1.85602,4,0.920016,397
38,4803.25,1.75331,2,0.945391,380
41,4550.23,2.59047,1,0.930947,405
47,4802.58,2.48939,2,0.852605,371.5
49,4888.37,1.87784,4,0.869686,388.75
50,5058.96,2.44711,3,0.935907,337.667
52,5319.6,2.53889,3,0.923072,304
54,6266.61,2.4496,3,0.867446,313
61,7190.74,2.4616,2,0.748203,385
62,8037.27,5.0947,1,0.866945,170
74,8193.38,5.62241,1,0.942867,197
