partial,f,sigma,count,meanR2,meanFittedFrameCount
1,138.62,0.307467,1,0.716418,1008
2,277.24,0.307625,5,0.815552,1007.2
3,415.86,0.214649,3,0.705561,1011.33
4,554.48,0.263124,5,0.684853,1011.2
5,693.1,0.234862,5,0.704249,1013.6
6,833.066,0.293806,5,0.748192,1011.4
7,972.224,0.394665,5,0.917249,1004.6
8,1111.65,0.280723,5,0.821699,1011.2
9,1252.96,0.315673,5,0.78092,1007.8
10,1392.93,0.344361,5,0.900032,962.8
11,1535.59,0.367792,5,0.881874,1005
12,1680.94,0.407886,2,0.838316,965.5
21,2691.65,0.764462,5,0.955133,664.6
22,2869.84,0.8165,5,0.943081,620.8
23,2989.08,0.796299,4,0.95027,617.25
24,3139.81,0.899595,5,0.961496,763.2
25,3850.68,1.60051,5,0.909201,477.2
28,4228.58,1.94947,3,0.832035,398
33,4554.27,2.01641,5,0.921302,394.2
35,5048.53,2.62034,4,0.91237,333.5
38,5733.22,2.43055,3,0.909796,267
41,6088.96,3.25777,3,0.917691,235
43,6266.61,3.05247,3,0.838438,346
44,7382.52,4.97587,2,0.896587,172.5
50,8571.56,5.07676,2,0.852425,203
55,9198.71,5.33658,1,0.856174,203
58,9850.09,2.76376,1,0.662099,302
