partial,f,sigma,count,meanR2,meanFittedFrameCount
1,43.0664,0.284724,5,0.86274,1270.2
2,87.4786,0.269791,5,0.940254,1268.8
3,130.545,0.256216,5,0.9425,1271
4,173.611,0.278641,5,0.907482,1272.2
5,218.024,0.21745,5,0.718663,1271.2
6,261.09,0.248693,5,0.950075,1271.8
7,305.502,0.203686,5,0.682953,1274
9,392.981,0.160068,5,0.653148,1274.4
11,480.46,0.253048,5,0.845178,1277
13,567.938,0.24478,5,0.797906,1268.8
14,612.35,0.276183,4,0.881853,1263.75
15,656.763,0.31479,5,0.828949,1264.4
16,701.175,0.258277,5,0.822092,1270.2
17,745.587,0.25453,5,0.795398,1269.8
18,791.345,0.173569,5,0.741343,1274.2
19,835.757,0.195974,5,0.720016,1271.4
20,880.708,0.215256,5,0.759945,1270.8
21,925.928,0.318421,5,0.859888,1214.8
22,971.686,0.387127,5,0.850111,1109.4
23,1018.79,0.339268,5,0.932688,1253.4
24,1065.89,0.31498,4,0.868775,1253.75
25,1136.21,0.835277,4,0.903987,561.25
26,1180.29,1.28447,3,0.899921,430
27,1224.7,0.966039,4,0.859242,493
28,1259.42,0.646195,5,0.834198,451.4
29,1313.97,0.993943,3,0.952698,474
34,1580,0.629632,5,0.943184,797
35,1628.72,0.624124,5,0.923639,798.4
36,1678.24,0.56648,5,0.937362,890.4
37,1727.5,0.593431,5,0.957989,883.8
38,1776.49,0.52254,5,0.970332,1066
39,1826.55,0.627937,5,0.93209,762.6
40,1881.46,0.638547,4,0.928123,759.75
41,1926.95,0.619903,5,0.964485,855.2
42,1977.02,0.668671,5,0.971608,788.4
43,2030.85,0.639481,2,0.990706,914
49,2395.57,0.840947,5,0.949117,605
50,2448.73,0.815217,4,0.949339,628.25
51,2503.57,0.927148,4,0.969708,595.25
52,2558.41,0.954179,4,0.947456,530.75
53,2613.59,1.02143,4,0.884775,443.75
54,2667.43,1.05413,4,0.967908,516
60,2613.59,1.5844,1,0.970866,323
61,3136.04,1.63561,5,0.948475,469.6
70,3490.73,1.69003,4,0.928314,469.25
76,3614.55,1.55415,4,0.933219,451.75
78,3677.8,1.93834,4,0.935568,471.5
79,4232.96,2.20766,4,0.959834,366.25
80,4263.57,3.05944,1,0.952051,243
87,4390.08,2.21223,1,0.990808,349
89,4974.17,3.79291,3,0.902253,240
