partial,f,sigma,count,meanR2,meanFittedFrameCount
1,68.6371,0.246787,4,0.808811,1266
2,138.62,0.293432,3,0.738566,1192
3,207.257,0.225595,1,0.607835,1268
4,277.24,0.255448,5,0.793767,1224.2
5,345.877,0.225116,5,0.827044,1255
7,484.497,0.219685,5,0.867889,1271.8
8,554.48,0.210505,5,0.747807,1271.6
9,624.463,0.220675,3,0.697086,1266.33
10,693.1,0.241329,5,0.879344,1269.6
11,763.083,0.201464,5,0.754306,1271.2
12,833.066,0.205845,5,0.747965,1271.2
13,903.049,0.208229,5,0.750723,1272.4
14,974.377,0.210463,5,0.680932,1173.8
15,1044.36,0.267878,5,0.773182,1266
16,1114.34,0.280794,5,0.8321,1261.8
17,1185.67,0.264737,5,0.832181,1268.4
18,1255.65,0.307747,5,0.897647,1261.2
19,1328.33,0.35897,5,0.877757,1143.6
20,1401,0.400418,2,0.885015,1255
21,1475.02,0.348983,1,0.917035,1261
26,1873.39,0.62786,3,0.790519,604.333
27,1947.41,0.727482,1,0.932039,699
28,2017.39,0.709119,1,0.897075,682
33,2421.14,0.628702,1,0.927004,946
34,2499.2,0.627369,3,0.954474,872.667
35,2575.24,0.580514,4,0.956876,889.5
36,2651.28,0.58322,4,0.927376,768.25
37,2728.66,0.624796,4,0.968284,859
38,2806.38,0.591977,4,0.961344,901.25
39,2886.79,0.602057,2,0.971508,873
41,2727.99,0.634296,1,0.974152,745
43,2804.7,0.582273,1,0.946534,761
44,3198.49,0.83198,5,0.924678,844.2
49,3935.53,1.10139,4,0.938881,679.5
58,4471.17,1.40268,4,0.872178,565.5
66,4796.52,1.63332,3,0.921081,404.333
68,5627.34,2.58766,3,0.927374,306.667
77,6314.61,3.36015,2,0.907219,306
83,7368.39,2.14124,2,0.692611,426
91,7498.94,1.76762,1,0.684669,521
94,7786.94,1.86263,1,0.638133,434
96,8108.6,0.825421,1,0.502242,674
