partial,f,sigma,count,meanR2,meanFittedFrameCount
1,277.24,0.404123,5,0.884861,752.6
2,554.48,0.355554,2,0.634609,735.5
3,833.066,0.323233,4,0.757147,753
4,1111.65,0.470532,5,0.819626,752
5,1391.58,0.315174,5,0.693012,748.2
6,1674.21,0.508416,5,0.882247,749.6
7,1957.64,0.551066,5,0.922083,745.2
8,2243.49,0.537669,5,0.817698,735.8
9,2535.53,0.744314,2,0.915593,608
11,3415.7,1.40135,5,0.90251,456.8
14,3718.52,1.40792,4,0.858446,635
15,4024.02,2.12457,4,0.912445,372.25
16,4332.66,1.7149,3,0.904775,364.667
17,5618.82,4.0033,4,0.940003,194.5
18,5953.93,3.8422,2,0.933439,176
22,5953.93,3.51095,2,0.75802,314
23,6295.77,4.45805,3,0.923181,179.667
24,7000.31,5.73077,2,0.921489,162.5
25,7353.59,5.56232,1,0.873903,205
27,8097.16,6.72458,2,0.829982,174.5
29,8864.95,9.44088,1,0.93933,120
31,10070.8,10.9787,1,0.919025,105
34,10488,4.24607,1,0.656326,193
35,10914.6,2.48066,1,0.525743,253
