partial,f,sigma,count,meanR2,meanFittedFrameCount
1,586.78,0.542654,5,0.648637,510.2
2,1177.6,0.694515,5,0.773443,509
3,1771.11,0.948296,5,0.914159,505.8
4,2372.69,1.24617,5,0.969803,505.8
5,2983.69,1.75123,5,0.983119,378
6,3604.12,2.20459,5,0.895208,362.4
7,4239.35,3.48287,3,0.956443,197.333
8,4239.35,3.99578,2,0.90324,160.5
9,4892.07,4.67077,5,0.870769,198.2
10,5560.95,6.65577,4,0.863977,160.75
11,6237.9,6.03024,3,0.853187,182
12,7689.37,9.33133,2,0.829012,124
15,8445.05,10.2242,2,0.812668,102.5
16,9225.63,6.03373,2,0.661844,149
