partial,f,sigma,count,meanR2,meanFittedFrameCount
1,219.37,0.317957,1,0.727799,1001
2,440.085,0.273165,5,0.740145,1013.6
3,660.8,0.30365,5,0.778351,1008.6
4,881.516,0.325601,5,0.884351,1007.2
5,1103.58,0.303588,5,0.790306,1011.2
6,1325.64,0.328388,5,0.797703,1003
7,1550.39,0.460962,5,0.952332,984.8
8,1779.18,0.534189,2,0.930775,996
14,3262.01,1.21645,5,0.955883,492.6
15,3645.84,1.47308,1,0.747791,362
17,3646.51,1.29138,2,0.94019,469
18,4139.76,1.48122,4,0.940702,414.25
21,5108.08,2.57307,4,0.899353,289.75
24,5706.3,3.60067,2,0.888521,239
27,6256.07,4.1015,2,0.894545,218
28,6543.4,4.56381,2,0.863289,219
29,7418.19,5.31175,2,0.824606,207.5
32,8023.14,5.58949,2,0.835122,209.5
34,8333.35,5.35871,2,0.795797,214
35,9636.11,4.84375,1,0.752863,199
39,9964.49,9.52813,1,0.914615,115
