partial,f,sigma,count,meanR2,meanFittedFrameCount
1,196.49,0.302125,5,0.936071,1010.8
2,391.635,0.242712,5,0.819068,1010.8
3,588.126,0.219598,2,0.662261,1014
4,784.616,0.272541,5,0.725148,1008.8
5,982.452,0.37098,5,0.905043,1003.6
6,1180.29,0.382097,5,0.871655,1006.2
7,1378.39,0.351645,5,0.845249,997
8,1577.31,0.394217,5,0.900419,945.2
9,1779.18,0.448252,5,0.928549,982.6
10,1981.86,0.506086,5,0.969085,928.8
11,2184.27,0.584343,5,0.913347,748.6
12,2388.84,0.640491,5,0.96041,822
13,2594.75,0.953701,5,0.957462,597.6
14,2803.35,0.972552,4,0.934435,556
15,3012.5,1.03231,5,0.951703,642.6
18,3614.35,1.25707,5,0.830999,563.8
19,3873.28,2.03133,1,0.834565,312
22,5002.43,2.64107,5,0.902944,288
28,5556.91,3.03499,3,0.93107,262
30,5715.72,3.40122,2,0.894591,240.5
31,6460.41,4.14558,3,0.895339,220
35,6711.63,3.89522,3,0.892014,211
36,7914.8,5.0917,2,0.856383,195
38,8599.82,7.81506,1,0.926716,149
43,10375,6.44652,1,0.823613,162
