partial,f,sigma,count,meanR2,meanFittedFrameCount
1,26.9165,0.220606,5,0.923278,1272.2
2,55.1788,0.247599,5,0.95235,1276.2
3,82.0953,0.222407,5,0.928195,1272.8
4,109.012,0.14317,5,0.666289,1274
5,135.928,0.171289,5,0.818468,1275.2
6,164.191,0.213208,5,0.865139,1274.8
8,219.37,0.128385,1,0.600562,1278
11,302.811,0.126197,2,0.625173,1275
12,331.073,0.127214,1,0.600521,1276
13,357.99,0.182693,5,0.875855,1275.6
14,386.521,0.213403,5,0.915371,1274
15,415.86,0.314219,5,0.813052,1272
16,443.046,0.19931,5,0.80217,1276.6
17,472.385,0.180887,5,0.769282,1275.6
18,501.993,0.196089,5,0.779784,1264
19,530.524,0.183553,5,0.822611,1272
20,559.863,0.205813,5,0.808272,1270.8
21,589.471,0.135857,5,0.653243,1274
22,619.349,0.222981,5,0.932764,1273.8
23,648.957,0.235437,5,0.947279,1274.4
24,679.642,0.278383,5,0.972957,1276
25,710.596,0.259093,5,0.941424,1272.4
26,741.55,0.25304,5,0.9508,1271
27,771.427,0.286259,5,0.975611,1271.2
28,803.458,0.28934,5,0.957045,1264.6
29,834.95,0.371527,5,0.990337,1262.6
30,866.711,0.351677,5,0.985934,1262
31,899.011,0.356642,5,0.969051,1272
32,931.311,0.393569,5,0.939641,1237.4
33,964.957,0.550955,3,0.971896,1023
34,997.526,0.525656,5,0.994724,1049.8
35,1030.9,0.461267,5,0.996976,1170.6
36,1064.55,0.480734,5,0.994918,1191.2
37,1095.77,0.598816,5,0.997383,1042
38,1119.73,1.12428,1,0.999838,510
39,1149.33,1.0793,3,0.999629,528
40,1178.94,1.06649,4,0.999534,535.75
41,1207.54,0.781278,4,0.987549,731.5
42,1240.85,0.699099,5,0.987462,792.4
43,1275.84,0.790339,5,0.990236,715.4
44,1312.72,0.790804,5,0.986902,685
45,1349.86,0.953624,5,0.99027,595
46,1386.47,0.951014,5,0.994683,578
47,1424.42,1.05153,5,0.999548,558
48,1462.91,1.07117,5,0.986025,503.2
49,1500.6,1.23586,5,0.993012,451.6
50,1539.96,1.25222,4,0.975131,413.75
51,1580,1.32742,4,0.961744,413.25
52,1620.37,1.27242,5,0.96443,419.4
53,1659.4,1.47789,4,0.993398,389.5
54,1699.78,1.39142,5,0.992562,398
55,1733.87,1.51014,3,0.999845,379.333
56,1775.95,1.69986,5,0.999855,343.4
60,1912.42,2.29607,2,0.974003,236
61,1955.48,2.59324,4,0.988661,222
62,1999.22,2.50053,4,0.999677,228.25
63,2044.31,1.9702,2,0.936907,233.5
64,2089.06,2.58987,4,0.999923,218.75
65,2135.82,2.58106,3,0.997126,215.333
66,2181.58,2.57589,2,0.989638,225.5
67,2227.79,2.52101,3,0.982206,210.333
68,2274.44,3.05811,2,0.998998,179.5
69,2318.86,2.87923,2,0.996929,197.5
74,2519.38,3.32604,4,0.993995,166.25
75,2567.83,3.5825,3,0.980357,147
76,2618.98,3.19823,3,0.976042,147.333
77,2666.53,3.41997,3,0.957688,153.333
78,2723.95,4.21023,1,0.99704,135
79,2772.4,2.98054,1,0.966667,178
82,2927.17,2.56156,1,0.992939,200
84,2988.4,5.05878,4,0.995881,106.25
94,3102.4,4.05763,5,0.936848,252.6
96,3155.96,4.81974,4,0.997614,198.5
