group,label,hardness,p,epsilon,tau0,velocity,log_file,nonfinite_output,Fmax_N,t_peak_s,peak_position_ratio,contact_span_s,contact_duration_s,half_max_duration_s,rise_time_s,fall_time_s,rise_fall_ratio,impulse_Ns,loading_impulse_fraction,unloading_impulse_fraction,force_centroid_ratio,sample_count,max_rise_slope,max_fall_slope,contact_event_count,error
p_axis,p_3.95,8800.0,3.95,0.992,2e-06,2.0,037_p_axis_p_3.95_v2.txt,False,31.9254,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03145300739824172,0.2776608507436375,0.7223391492563624,0.4400568763983409,83,122689.18680543327,-29877.403422120376,1,
p_axis,p_5,8800.0,5.0,0.992,2e-06,2.0,038_p_axis_p_5_v2.txt,False,33.3177,0.000566893,0.27380977693497627,0.0019047584999999998,0.001746028,0.000839004,0.0005215415,0.001383217,0.3770496603208318,0.03125067798563314,0.2536881248809336,0.7463118751190664,0.4404144078150188,85,142897.46416758545,-32736.493936052935,1,
p_axis,p_6,8800.0,6.0,0.992,2e-06,2.0,039_p_axis_p_6_v2.txt,False,34.511,0.000589569,0.4705897358184492,0.0011564585,0.000975053,0.000816328,0.0005442175,0.000612241,0.888894242626678,0.02411044510501546,0.3380561948178202,0.6619438051821801,0.5851447529607072,52,164830.65796436748,-60348.47816497568,1,
p_axis,p_8,8800.0,8.0,0.992,2e-06,2.0,040_p_axis_p_8_v2.txt,False,36.5052,0.000589569,0.7058817044121375,0.0007709755000000001,0.0005215420000000001,0.000430839,0.0005442175,0.00022675800000000008,2.3999925030208407,0.015071659898982757,0.4922908091154269,0.5077091908845731,0.7056265058677108,35,213397.4245898746,-69990.29811254184,1,
epsilon_axis,epsilon_0.98,8800.0,3.95,0.98,2e-06,2.0,041_epsilon_axis_epsilon_0.98_v2.txt,False,36.6591,0.000521542,0.2530117473221902,0.0018820885,0.0017687100000000002,0.000770975,0.00047619049999999993,0.001405898,0.3387091382162859,0.03211156207973377,0.27583550589785566,0.7241644941021442,0.40216168292068694,84,154921.50291056652,-40546.85777287761,1,
epsilon_axis,epsilon_0.99,8800.0,3.95,0.99,2e-06,2.0,042_epsilon_axis_epsilon_0.99_v2.txt,False,32.9722,0.000566893,0.2771078511982832,0.0018820885,0.0017687100000000002,0.000884355,0.0005215415,0.0013605470000000001,0.38333221858561295,0.03181675130721156,0.28551098838468075,0.7144890116153192,0.4296666084435152,84,128629.38789910055,-32007.40871405888,1,
epsilon_axis,epsilon_0.992,8800.0,3.95,0.992,2e-06,2.0,043_epsilon_axis_epsilon_0.992_v2.txt,False,31.9254,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03145300739824172,0.2776608507436375,0.7223391492563624,0.4400568763983409,83,122689.18680543327,-29877.403422120376,1,
epsilon_axis,epsilon_0.997,8800.0,3.95,0.997,2e-06,2.0,044_epsilon_axis_epsilon_0.997_v2.txt,False,28.5182,0.000589569,0.4799991356412594,0.0011337885,0.00102041,0.000884355,0.0005442175,0.000589571,0.9230737264892609,0.022135087097562383,0.37848387487415774,0.6215161251258423,0.5718929437812368,51,106742.81178338354,-42641.09347442681,1,
epsilon_axis,epsilon_0.998,8800.0,3.95,0.998,2e-06,2.0,045_epsilon_axis_epsilon_0.998_v2.txt,False,27.6597,0.000589569,0.48979690102271745,0.0011111085,0.00099773,0.000861675,0.0005442175,0.000566891,0.9600037749761418,0.021126686416391118,0.38497470798974665,0.6150252920102532,0.5761972767454365,50,103361.70400423369,-36096.162329069244,1,
epsilon_axis,epsilon_0.999,8800.0,3.95,0.999,2e-06,2.0,046_epsilon_axis_epsilon_0.999_v2.txt,False,26.7267,0.000589569,0.5454565044498578,0.0009977285,0.0008843500000000001,0.0007482950000000001,0.0005442175,0.0004535110000000001,1.2000094815781754,0.018448973143572852,0.4270009441239416,0.5729990558760584,0.5969985354560915,45,99910.91903333939,-42752.536391707086,1,
tau_axis,tau_0.5us,8800.0,3.95,0.992,5e-07,2.0,047_tau_axis_tau_0.5us_v2.txt,False,36.3249,0.000657596,0.31764671090672936,0.0019274384999999998,0.001768708,0.000816322,0.0006122445,0.001315194,0.4655164941445901,0.03297447465602774,0.31637633545651384,0.6836236645434863,0.4412237130341445,86,119862.40959604863,-40333.39213265124,1,
tau_axis,tau_1us,8800.0,3.95,0.992,1e-06,2.0,048_tau_axis_tau_1us_v2.txt,False,33.9559,0.000634921,0.30952454077511665,0.0019047584999999998,0.0017687039999999998,0.000884354,0.0005895695,0.001315189,0.44827739587238036,0.03245880657309507,0.31166465651668135,0.6883353434833187,0.44223582705333986,85,116731.34591638732,-34527.012127894064,1,
tau_axis,tau_2us,8800.0,3.95,0.992,2e-06,2.0,049_tau_axis_tau_2us_v2.txt,False,31.9254,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03145300739824172,0.2776608507436375,0.7223391492563624,0.4400568763983409,83,122689.18680543327,-29877.403422120376,1,
tau_axis,tau_5us,8800.0,3.95,0.992,4.9999999999999996e-06,2.0,050_tau_axis_tau_5us_v2.txt,False,31.0549,0.00047619,0.48717905226812575,0.0008843535,0.0008163259999999999,0.000680272,0.00043083849999999996,0.000453515,0.9499983462509508,0.01955060676255416,0.38412637906656155,0.6158736209334386,0.5755258313778046,40,151704.52039691273,-76009.8782854119,1,
tau_axis,tau_10us,8800.0,3.95,0.992,9.999999999999999e-06,2.0,051_tau_axis_tau_10us_v2.txt,False,31.8669,0.000408163,0.5161288716440416,0.0007029475,0.00063492,0.000544217,0.0003628115,0.000340136,1.0666659806665568,0.016359784243035844,0.41021377699969563,0.5897862230003043,0.583893549499737,32,193558.82871758676,-71091.51047409051,1,
tau_axis,tau_25us,8800.0,3.95,0.992,2.4999999999999998e-05,2.0,052_tau_axis_tau_25us_v2.txt,False,34.4424,0.00031746,0.36363581694228037,0.0007482995000000001,0.0007029481,0.000612245,0.00027210849999999997,0.00047619100000000005,0.5714272214300563,0.018650520707962564,0.2849460012606331,0.7150539987393671,0.5375752891048008,34,286955.371317693,-75229.31733991881,1,
tau_axis,tau_50us,8800.0,3.95,0.992,4.9999999999999996e-05,2.0,053_tau_axis_tau_50us_v2.txt,False,37.6418,0.000272109,0.1886786565525493,0.0012018184999999999,0.0011564671,0.0006349210000000001,0.00022675749999999996,0.0009750609999999999,0.23255724513645812,0.025486390194597693,0.1821298136674379,0.8178701863325621,0.4296588059094177,54,381032.81001940405,-42525.13670841397,1,
tau_axis,tau_100us,8800.0,3.95,0.992,9.999999999999999e-05,2.0,054_tau_axis_tau_100us_v2.txt,False,42.2762,0.000226757,0.09876501200361401,0.0018367385,0.0017913871000000002,0.0005215420000000001,0.0001814055,0.0016553330000000002,0.10958852388008937,0.028827392481075034,0.12086289631163699,0.8791371036883631,0.3230930371774287,82,462180.27870876726,-52884.10654436395,1,
tau_axis,tau_300us,8800.0,3.95,0.992,0.0003,2.0,055_tau_axis_tau_300us_v2.txt,False,48.5539,0.000226757,0.09876501200361401,0.0018367385,0.0016780071,0.00043083899999999997,0.0001814055,0.0016553330000000002,0.10958852388008937,0.029029563038115283,0.13817416259413684,0.8618258374058633,0.303499933389207,82,541713.7061210093,-81362.73428886452,1,
tau_axis,tau_600us,8800.0,3.95,0.992,0.0006,2.0,056_tau_axis_tau_600us_v2.txt,False,50.7612,0.000226757,0.09876501200361401,0.0018367385,0.0015872971000000001,0.00040816299999999996,0.0001814055,0.0016553330000000002,0.10958852388008937,0.029178519635272925,0.1431455917943062,0.8568544082056938,0.29480498597070015,82,566334.4505203745,-89517.08930540251,1,
tau_axis,tau_1000us,8800.0,3.95,0.992,0.001,2.0,057_tau_axis_tau_1000us_v2.txt,False,51.747,0.000226757,0.09876501200361401,0.0018367385,0.0015419471000000001,0.00040816299999999996,0.0001814055,0.0016553330000000002,0.10958852388008937,0.02929716937801943,0.1449959463150909,0.8550040536849091,0.2901051980043084,82,576830.1287705066,-91801.54355016515,1,
tau_axis,tau_2000us,8800.0,3.95,0.992,0.002,2.0,058_tau_axis_tau_2000us_v2.txt,False,52.5301,0.000226757,0.09876501200361401,0.0018367385,0.0014965971000000002,0.00040816299999999996,0.0001814055,0.0016553330000000002,0.10958852388008937,0.029474027327785274,0.1460063272496341,0.853993672750366,0.2859871887230419,82,584966.4843887816,-92820.2866593165,1,
equivalent_family,equiv_0.98,3519.9999999999973,3.95,0.98,5.000000000000005e-06,2.0,059_equivalent_family_equiv_0.98_v2.txt,False,31.9608,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.031470116812299706,0.2769228772371012,0.7230771227628987,0.4402955032113716,83,122512.78885164956,-29943.55265478928,1,
equivalent_family,equiv_0.99,7039.9999999999945,3.95,0.99,2.5000000000000023e-06,2.0,060_equivalent_family_equiv_0.99_v2.txt,False,31.9298,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.031455873272118226,0.27753816345504173,0.7224618365449582,0.4400979333050534,83,122636.26741929812,-29881.813370964803,1,
equivalent_family,equiv_0.992,8799.999999999993,3.95,0.992,2.000000000000002e-06,2.0,061_equivalent_family_equiv_0.992_v2.txt,False,31.9254,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03145300739824172,0.2776608507436375,0.7223391492563624,0.4400568763983409,83,122689.18680543327,-29877.403422120376,1,
equivalent_family,equiv_0.997,23466.666666666646,3.95,0.997,7.500000000000007e-07,2.0,062_equivalent_family_equiv_0.997_v2.txt,False,31.9146,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03144580787198487,0.2779667821103157,0.7220332178896843,0.43995400257859824,83,122808.25542423726,-29850.94372905272,1,
equivalent_family,equiv_0.998,35199.99999999997,3.95,0.998,5.000000000000005e-07,2.0,063_equivalent_family_equiv_0.998_v2.txt,False,31.9124,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03144438697191481,0.2780278273185379,0.7219721726814624,0.4399333773394667,83,122834.71511730492,-29846.533780208138,1,
equivalent_family,equiv_0.999,70399.99999999994,3.95,0.999,2.5000000000000025e-07,2.0,064_equivalent_family_equiv_0.999_v2.txt,False,31.9103,0.000566893,0.28048785406757043,0.0018594084999999998,0.00174603,0.000907025,0.0005215415,0.001337867,0.3898306034904815,0.03144294704625369,0.2780889821282034,0.7219110178717966,0.4399128038627112,83,122856.76486152783,-29846.533780208138,1,
a1_hardness_speed,a1_k_400,400,2.4,0.51,0.0004,0.5,065_a1_hardness_speed_a1_k_400_v0.5.txt,False,7.99509,0.000725624,0.3571437008943654,0.0019047584999999998,0.00179138,0.0009297019999999999,0.0006802725000000001,0.0012244859999999999,0.5555575972285515,0.008102378577947789,0.35524037347398507,0.6447596265260147,0.46373946950104483,85,20127.447521608738,-8147.772386413751,1,
a1_hardness_speed,a1_k_400,400,2.4,0.51,0.0004,1.0,066_a1_hardness_speed_a1_k_400_v1.txt,False,18.4883,0.000521542,0.25609783971623234,0.0018594084999999998,0.0017913809999999999,0.000748301,0.00047619049999999993,0.0013832179999999999,0.3442627987779222,0.015818496467163542,0.30001464945893924,0.6999853505410605,0.39196259441825426,83,65694.56694302356,-22137.943199858822,1,
a1_hardness_speed,a1_k_400,400,2.4,0.51,0.0004,2.0,067_a1_hardness_speed_a1_k_400_v2.txt,False,41.8041,0.000385488,0.1851850440332143,0.0018367385,0.0017460270999999999,0.0006122450000000001,0.0003401365,0.001496602,0.22727251466989887,0.030873636140435298,0.26208454594656033,0.7379154540534397,0.3380198298957212,82,211448.22720056432,-57333.74492855882,1,
a1_hardness_speed,a1_k_400,400,2.4,0.51,0.0004,4.0,068_a1_hardness_speed_a1_k_400_v4.txt,False,92.7472,0.000272109,0.12345660528159015,0.0018367385,0.0016553327999999999,0.0004988659999999999,0.00022675749999999996,0.0016099810000000001,0.14084482984581803,0.06069512096310049,0.20239169649021135,0.7976083035097886,0.2996125173422077,82,683722.160970231,-141898.92397248157,1,
a1_hardness_speed,a1_k_400,400,2.4,0.51,0.0004,6.0,069_a1_hardness_speed_a1_k_400_v6.txt,False,146.537,0.000226757,0.09999980706245142,0.0018140584999999999,0.0016099728,0.00045351499999999993,0.0001814055,0.001632653,0.11111087291665774,0.090254624957459,0.179431796500647,0.8205682034993528,0.2863152823722741,81,1349156.160009878,-236902.45193155747,1,
a1_hardness_speed,a1_k_600,600,2.4,0.51,0.0004,0.5,070_a1_hardness_speed_a1_k_600_v0.5.txt,False,8.51715,0.000634921,0.3132528039993869,0.0018820885,0.001791386,0.00086168,0.0005895695,0.0012925190000000002,0.45613990974213914,0.008030473851208333,0.3345452718364923,0.665454728163508,0.43190293618120223,84,24761.190738699024,-9316.457929088028,1,
