partial,f,sigma,r2,fittedFrameCount
1,130.545,0.184621,0.852485,1271
2,261.09,0.259743,0.943165,1267
3,391.635,0.299661,0.974856,1266
4,523.526,0.207056,0.873806,1271
5,654.071,0.201462,0.904426,1272
6,785.962,0.17787,0.861639,1272
7,917.853,0.187026,0.652335,1270
8,1049.74,0.2391,0.948814,1271
9,1181.63,0.260989,0.857895,1266
10,1314.87,0.174009,0.679848,1270
11,1448.11,0.289532,0.631704,1264
12,1585.38,0.201002,0.812962,1270
22,3096.74,0.406813,0.90942,1289
26,3530.1,0.555024,0.773707,741
29,3971.53,0.531696,0.87833,867
32,4273,0.586111,0.823603,761
34,5369.84,1.52441,0.763868,431
41,5532.69,1.63487,0.893351,621
42,6029.3,0.543013,0.662052,1209
