partial,f,sigma,r2,fittedFrameCount
1,219.37,0.187342,0.8937,1269
2,440.085,0.206462,0.614458,1260
3,660.8,0.266693,0.908572,1269
4,881.516,0.232758,0.725565,1266
5,1102.23,0.146966,0.668685,1269
6,1325.64,0.260985,0.856424,1266
7,1549.04,0.259665,0.738419,1259
8,1779.18,0.363891,0.986967,1262
14,2927.17,0.435488,0.876101,847
15,3164.04,0.472557,0.915142,1053
16,4139.76,0.73014,0.900911,729
21,5434.44,1.54257,0.854645,327
26,5703.61,2.855,0.854846,331
27,6255.4,2.53082,0.820535,419
28,6824.68,0.862884,0.658189,787
