partial,f,sigma,r2,fittedFrameCount
1,40.3748,0.172991,0.961936,1707
2,82.0953,0.146002,0.916213,1705
3,122.47,0.125105,0.851448,1706
4,164.191,0.130113,0.869633,1706
5,205.911,0.102308,0.702035,1706
6,246.286,0.10036,0.686953,1707
8,328.381,0.0947184,0.692854,1708
9,370.102,0.147187,0.916459,1703
10,411.823,0.130183,0.82199,1704
11,453.543,0.155685,0.888508,1704
12,495.264,0.1573,0.904148,1704
13,536.984,0.181517,0.940165,1702
14,578.705,0.181319,0.951988,1700
15,620.425,0.181574,0.908552,1707
16,662.146,0.173862,0.858616,1705
17,705.212,0.215172,0.968222,1708
18,746.933,0.185227,0.932468,1702
19,789.999,0.230543,0.979993,1700
20,833.066,0.254191,0.99057,1707
21,874.786,0.263222,0.981926,1697
22,917.853,0.294929,0.994189,1693
23,962.265,0.29578,0.993353,1697
24,1005.33,0.306576,0.952668,1707
25,1049.74,0.339348,0.984508,1561
26,1094.16,0.352549,0.993685,1563
27,1156.06,1.74452,0.988478,314
28,1196.44,0.467285,0.823536,930
30,1278.53,0.551204,0.844081,773
33,1442.72,0.83442,0.869021,600
34,1484.45,1.19334,0.921398,417
37,1637.87,0.638302,0.987079,893
38,1687.66,0.627988,0.98485,862
39,1733.42,0.72983,0.94137,609
40,1783.22,0.791337,0.938541,673
41,1831.67,0.725727,0.977665,729
42,1880.12,0.811431,0.994794,721
43,1929.91,0.792687,0.98579,700
44,1978.36,0.869501,0.990464,682
45,2028.16,0.855096,0.967055,615
46,2079.3,0.904285,0.976675,517
47,2130.44,1.00666,0.993128,512
48,2181.58,1.01296,0.992345,541
50,2310.78,2.71524,0.989494,199
60,2888.14,2.51986,0.974234,211
61,2937.94,1.44044,0.958038,321
70,3466.85,0.416069,0.606389,1387
79,4044.2,0.39904,0.57686,1372
96,4955.33,0.264529,0.621268,1626
