partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.137549,0.835049,1700
2,154.77,0.247553,0.97244,1692
3,232.828,0.165836,0.941134,1701
4,310.886,0.248456,0.83874,1699
5,388.943,0.142388,0.663625,1701
6,467.001,0.248241,0.910011,1427
7,545.059,0.1845,0.687024,1691
8,621.771,0.190754,0.829071,1690
9,701.175,0.144306,0.695207,1703
11,857.291,0.158686,0.827757,1699
12,935.349,0.246862,0.897234,1692
13,1014.75,0.196312,0.631877,1697
14,1094.16,0.143432,0.672783,1696
15,1172.21,0.179687,0.673642,1433
16,1251.62,0.197245,0.815693,1692
17,1331.02,0.309939,0.925588,1353
18,1411.77,0.225483,0.902203,1681
19,1492.52,0.160406,0.680049,1699
36,2989.08,0.57768,0.911811,810
37,3239.4,0.706662,0.890685,671
45,3609.5,1.06769,0.883768,965
50,3882.71,0.948938,0.8004,1005
53,3976.91,0.81208,0.747318,1002
54,5400.8,2.55606,0.890974,449
