partial,f,sigma,r2,fittedFrameCount
1,232.828,0.259873,0.970062,1268
2,465.656,0.312312,0.777133,1263
4,934.003,0.219782,0.701309,1268
5,1168.18,0.279275,0.867809,1260
6,1405.04,0.325489,0.852347,1256
7,1641.91,0.273369,0.835617,1252
13,3102.13,0.468022,0.910156,1099
15,3352.45,0.543243,0.907535,891
16,3606.81,0.672168,0.874459,789
17,3863.86,0.784768,0.77402,552
18,4387.39,1.13941,0.830127,419
21,4923.03,1.85643,0.916119,566
23,5197.58,2.22454,0.906933,487
24,5474.82,3.28653,0.861047,295
25,6042.75,2.85033,0.864252,396
27,7231.12,1.2084,0.647318,575
