partial,f,sigma,r2,fittedFrameCount
1,164.191,0.256353,0.941532,1267
2,329.727,0.240562,0.787489,1269
3,493.918,0.281445,0.901132,1260
4,659.454,0.19095,0.77005,1271
5,824.991,0.16871,0.714415,1273
6,990.527,0.276611,0.833111,1152
8,1324.29,0.350809,0.885307,1192
9,1491.17,0.291522,0.83797,1269
11,1828.98,0.265505,0.880496,1131
12,2001.24,0.309475,0.919784,1265
18,2688.96,0.316091,0.910126,1259
19,3219.21,0.354055,0.824968,1186
22,3398.21,0.640962,0.897596,705
23,3945.96,0.475861,0.908338,938
27,4131.68,0.605571,0.699837,873
28,5486.93,1.19772,0.689896,353
35,5688.8,2.43704,0.851788,419
