partial,f,sigma,r2,fittedFrameCount
1,34.9915,0.200216,0.971702,1692
2,68.6371,0.167659,0.948863,1703
3,103.629,0.136572,0.905681,1705
4,137.274,0.127041,0.843135,1706
5,172.266,0.136114,0.891784,1704
6,207.257,0.08887,0.617803,1706
7,242.249,0.122735,0.793611,1707
8,275.894,0.13653,0.904749,1709
9,310.886,0.126799,0.874937,1707
10,345.877,0.125629,0.835582,1706
11,380.869,0.137988,0.854875,1705
12,415.86,0.126178,0.819485,1703
13,450.851,0.156303,0.891721,1703
15,520.834,0.179467,0.94614,1705
16,557.172,0.164385,0.916774,1707
17,592.163,0.189951,0.956968,1702
18,628.5,0.209885,0.971694,1701
19,663.492,0.220899,0.973495,1699
20,699.829,0.1915,0.930262,1563
21,736.166,0.202323,0.960228,1698
22,772.504,0.200506,0.956746,1699
23,808.841,0.222779,0.97734,1699
24,845.178,0.231964,0.963878,1707
25,881.516,0.253296,0.97918,1699
26,919.199,0.267492,0.986491,1696
27,956.882,0.294161,0.993604,1695
28,998.602,0.395785,0.794723,798
29,1033.59,0.31678,0.981811,1680
30,1072.62,0.337022,0.99524,1624
35,1297.38,0.486491,0.991014,1143
37,1379.47,0.587262,0.95364,944
38,1421.19,0.518209,0.980998,1043
39,1461.57,0.516556,0.986113,1001
40,1499.25,0.544489,0.976484,886
41,1543.66,0.58917,0.979244,914
42,1584.04,0.628435,0.982579,897
43,1625.76,0.640311,0.983691,847
44,1668.82,0.645932,0.991711,865
45,1710.54,0.704728,0.976737,751
46,1753.61,0.713092,0.961496,747
47,1796.68,0.739676,0.975037,751
48,1838.4,0.908486,0.975207,657
49,1882.81,0.831296,0.96968,641
50,1927.22,0.989192,0.997649,605
51,1971.63,0.977845,0.992792,592
59,2387.49,1.09027,0.985457,486
60,2434.6,1.03706,0.960909,430
61,2483.05,1.17632,0.987622,431
71,2997.15,1.60544,0.868212,264
80,3045.6,0.395076,0.650673,1524
89,4496.4,0.346909,0.640268,1474
