partial,f,sigma,r2,fittedFrameCount
1,184.378,0.241935,0.951009,1268
2,370.102,0.286446,0.904862,1268
3,554.48,0.265007,0.896615,1269
4,740.204,0.226627,0.816786,1268
5,925.928,0.193301,0.777934,1268
6,1113,0.291676,0.863836,1259
7,1300.07,0.259669,0.718351,1263
8,1488.48,0.197622,0.892235,1271
9,1676.9,0.310833,0.947349,1260
10,1866.66,0.348118,0.869383,1243
11,2057.77,0.283092,0.9275,1263
12,2250.22,0.176209,0.672664,1263
13,2444.02,0.409737,0.831984,965
14,2639.16,0.31882,0.8665,1234
16,3033.49,0.382591,0.834408,1288
19,3845.02,0.696363,0.747004,610
23,4053.63,1.07914,0.850154,875
25,4263.57,1.11887,0.864821,863
26,4476.21,1.1773,0.829924,814
27,5349.66,1.04768,0.758911,845
28,6268.85,2.0229,0.870708,484
