partial,f,sigma,r2,fittedFrameCount
1,117.087,0.210845,0.969092,1694
2,232.828,0.221625,0.923578,1698
3,349.915,0.15972,0.809312,1698
4,465.656,0.172888,0.932341,1698
5,582.742,0.151504,0.897864,1699
6,699.829,0.113522,0.808298,1705
8,934.003,0.148362,0.885869,1700
9,1051.09,0.143722,0.726309,1698
11,1289.3,0.187824,0.871498,1691
24,2995.81,0.298804,0.744042,1143
25,2744.14,0.374537,0.992019,1471
26,3123.66,0.396414,0.888664,1226
29,3250.17,0.391941,0.81077,1074
30,3508.57,0.907963,0.787956,809
32,3639.11,0.773478,0.748355,818
33,4306.64,1.03841,0.847982,961
38,4581.19,1.88794,0.879212,530
40,4719.81,1.61137,0.749028,470
41,5001.09,1.16982,0.805725,821
43,5577.1,1.87981,0.848056,533
