partial,f,sigma,r2,fittedFrameCount
1,110.358,0.16361,0.919701,1699
2,219.37,0.286757,0.961555,1685
3,329.727,0.17327,0.954335,1699
5,550.443,0.183406,0.881719,1701
6,660.8,0.156867,0.871618,1703
8,881.516,0.133077,0.67873,1699
9,991.873,0.144574,0.784907,1697
10,1103.58,0.174044,0.703533,1699
11,1216.63,0.212772,0.813751,1690
12,1331.02,0.201833,0.849598,1700
26,2939.28,0.286023,0.848576,1335
29,3059.06,0.420442,0.67562,1209
30,3422.43,0.827497,0.912201,1002
33,3544.9,0.813246,0.821148,958
34,3668.72,0.993481,0.907463,925
35,4044.2,0.677341,0.800293,1255
36,5223.15,2.20522,0.786054,384
46,5497.7,0.772064,0.697475,1017
