partial,f,sigma,r2,fittedFrameCount
1,40.3748,0.169078,0.953025,1707
2,82.0953,0.141857,0.909543,1705
3,122.47,0.116801,0.79958,1706
4,164.191,0.125464,0.863211,1707
5,205.911,0.0996194,0.683826,1706
6,246.286,0.0954643,0.642005,1707
8,328.381,0.0953994,0.687942,1707
9,370.102,0.148008,0.916923,1704
10,411.823,0.130354,0.822019,1704
11,453.543,0.151971,0.883432,1703
12,495.264,0.155734,0.903469,1702
13,536.984,0.178246,0.931761,1700
14,578.705,0.180217,0.948732,1699
15,620.425,0.179919,0.902617,1705
16,662.146,0.170685,0.846263,1702
17,705.212,0.214383,0.968269,1705
18,746.933,0.185207,0.931916,1700
19,789.999,0.227028,0.97686,1694
20,831.72,0.25622,0.994611,1703
21,874.786,0.260275,0.9796,1690
22,917.853,0.294279,0.993728,1687
23,960.919,0.296198,0.993446,1690
24,1005.33,0.312667,0.972842,1703
25,1049.74,0.335756,0.984141,1575
26,1094.16,0.351059,0.993461,1569
27,1154.72,1.7357,0.988363,314
28,1196.44,0.47145,0.842574,940
37,1637.87,0.634811,0.986543,894
38,1687.66,0.61842,0.983901,862
39,1733.42,0.707666,0.94354,631
40,1783.22,0.794287,0.940117,674
41,1831.67,0.727147,0.978483,735
42,1880.12,0.797441,0.994234,715
43,1928.57,0.790425,0.985328,703
44,1978.36,0.86757,0.990783,690
45,2028.16,0.852412,0.967472,616
50,2310.78,2.69898,0.988792,199
62,2888.14,1.86863,0.941458,348
69,2937.94,1.47035,0.968644,369
