partial,f,sigma,r2,fittedFrameCount
1,196.49,0.210072,0.923,1270
2,391.635,0.327117,0.831392,1267
3,588.126,0.258508,0.662896,1243
4,784.616,0.306811,0.775594,1263
5,982.452,0.280911,0.949662,1267
6,1180.29,0.249445,0.858752,1266
7,1378.12,0.2126,0.745685,1268
8,1577.31,0.254824,0.873354,1265
9,1777.84,0.435182,0.915658,854
10,1979.71,0.315029,0.880437,1256
11,2184.27,0.280955,0.968196,1264
12,2388.84,0.692455,0.942004,667
13,2594.75,0.406168,0.873019,970
16,3011.96,0.434872,0.90913,1099
18,3224.6,0.404775,0.762044,902
19,3438.58,1.08,0.885266,505
20,3873.28,0.775658,0.739998,513
22,4092.65,1.22873,0.882006,748
24,4317.41,1.19406,0.891857,820
25,5002.43,2.69419,0.855066,395
