partial,f,sigma,r2,fittedFrameCount
1,45.7581,0.178312,0.899909,1706
2,92.8619,0.150622,0.904813,1704
3,138.62,0.227652,0.971899,1693
5,230.136,0.1261,0.744541,1706
8,368.756,0.160738,0.720882,1708
10,461.618,0.203848,0.73753,1702
11,508.722,0.167365,0.65571,1702
13,601.584,0.12411,0.633397,1702
14,648.688,0.157156,0.707039,1700
15,695.792,0.117219,0.628271,1703
16,742.896,0.133955,0.622644,1700
19,885.553,0.184052,0.804286,1700
21,981.107,0.182662,0.748457,1684
22,1029.56,0.174571,0.777285,1697
33,1619.03,0.432692,0.967142,1081
34,1670.17,0.489008,0.929619,1017
35,1722.66,0.49166,0.894331,986
36,1773.8,0.47043,0.863705,920
37,1824.94,0.529522,0.966148,917
38,1876.08,0.534783,0.941203,922
39,1928.57,0.599725,0.91722,751
57,2639.16,1.01185,0.971232,431
59,2695.69,1.04612,0.902244,358
60,2811.43,1.3324,0.927459,296
62,3046.95,0.46193,0.681225,1491
66,3289.2,0.588514,0.701224,1303
69,3944.61,0.785066,0.71753,952
