partial,f,sigma,r2,fittedFrameCount
1,87.4786,0.153914,0.919576,1700
2,174.957,0.257697,0.926805,1693
3,261.09,0.210515,0.934145,1698
4,348.569,0.260497,0.992387,1691
5,436.047,0.192943,0.86767,1678
6,523.526,0.16796,0.695158,1699
8,698.483,0.118683,0.839827,1706
9,787.308,0.192649,0.852271,1697
12,1051.09,0.21055,0.785699,1695
13,1139.91,0.141944,0.606262,1696
14,1228.74,0.139936,0.613346,1702
16,1406.39,0.293684,0.772264,1006
17,1496.56,0.153558,0.862318,1698
18,1586.73,0.200937,0.763374,1695
19,1676.9,0.164649,0.698685,1694
20,1768.41,0.241464,0.833534,1542
21,1861.28,0.172166,0.702447,1697
33,2600.13,0.296966,0.875419,1356
34,2694.34,0.303835,0.931539,1511
35,2789.9,0.336952,0.864371,1103
36,3176.15,0.840435,0.842078,947
40,3472.23,1.00933,0.836745,805
43,3571.82,0.968979,0.86466,965
45,4289.15,0.87515,0.783411,979
