partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.187284,0.949182,1698
2,138.62,0.217941,0.918096,1697
3,207.257,0.164161,0.930114,1700
4,277.24,0.164512,0.859298,1701
5,345.877,0.122035,0.707562,1703
6,415.86,0.20581,0.877009,1687
8,554.48,0.152082,0.754732,1702
10,693.1,0.155749,0.721891,1700
11,763.083,0.158814,0.837304,1695
13,903.049,0.199512,0.698284,1331
14,973.032,0.135279,0.607498,1693
15,1044.36,0.188207,0.73991,1697
16,1114.34,0.195661,0.7477,1593
17,1185.67,0.17553,0.816152,1685
18,1255.65,0.208002,0.76218,1346
19,1328.33,0.300945,0.813631,1341
35,2575.91,0.712082,0.943716,703
37,2727.99,0.582835,0.903267,839
43,2806.05,0.575526,0.881783,710
44,3197.68,0.715177,0.798526,1305
49,3277.08,0.53987,0.72548,1450
