partial,f,sigma,r2,fittedFrameCount
1,277.24,0.453161,0.873016,750
2,554.48,0.371655,0.66308,729
3,833.066,0.371526,0.84457,751
4,1111.65,0.523964,0.792098,749
5,1391.58,0.337297,0.702932,741
6,1674.21,0.582718,0.893417,746
7,1958.18,0.638361,0.942043,738
8,2243.49,0.584323,0.862531,721
9,2535.53,0.767855,0.913026,586
11,3415.7,1.33784,0.967723,515
14,3718.52,1.71152,0.965531,499
15,4024.02,1.80102,0.94798,386
16,4333.56,1.65376,0.948542,391
17,5618.82,3.58156,0.972388,199
18,5953.93,3.74649,0.947817,182
23,6294.42,3.84111,0.940361,181
24,7354.93,6.05245,0.910098,114
27,8097.83,9.77186,0.947471,113
29,8864.95,9.44088,0.93933,120
31,10070.8,10.9787,0.919025,105
34,10488,4.24607,0.656326,193
35,10914.6,2.48066,0.525743,253
