partial,f,sigma,r2,fittedFrameCount
1,138.62,0.307467,0.716418,1008
2,277.24,0.352812,0.845673,1003
4,554.48,0.266796,0.702978,1011
5,693.1,0.249965,0.661761,1013
6,833.066,0.31955,0.76752,1011
7,973.032,0.38262,0.924719,1003
8,1111.65,0.325903,0.845249,1008
9,1252.96,0.353157,0.844918,1004
10,1392.93,0.407715,0.923878,1006
11,1535.59,0.39735,0.88845,1002
12,1680.94,0.389794,0.844142,1007
21,2691.65,0.767395,0.955658,623
22,2990.42,0.795169,0.967734,614
24,3139.81,0.885674,0.988818,853
25,4228.58,1.2012,0.962357,563
33,4554.27,1.51685,0.93888,428
35,5049.54,2.54521,0.941379,309
38,5733.22,2.28681,0.960064,291
41,6089.86,2.75364,0.947589,242
43,6264.82,3.51586,0.896361,238
44,7383.2,4.20289,0.879133,162
50,8571.56,6.21955,0.889704,137
55,9198.71,5.33658,0.856174,203
58,9850.09,2.76376,0.662099,302
