partial,f,sigma,r2,fittedFrameCount
1,82.0953,0.290001,0.947453,1264
2,165.536,0.20764,0.867749,1264
3,247.632,0.239063,0.779404,1267
4,329.727,0.240815,0.942044,1269
5,411.823,0.205347,0.875982,1230
6,493.918,0.279943,0.7496,1265
7,577.359,0.20803,0.813371,1272
8,659.454,0.225035,0.774836,1272
9,742.896,0.272088,0.891899,1268
10,826.337,0.212958,0.795145,1270
11,908.432,0.29537,0.865655,1263
12,991.873,0.258866,0.912732,1267
13,1075.31,0.24985,0.825644,1267
14,1158.76,0.485295,0.906052,822
15,1243.54,0.301666,0.841613,1259
16,1326.98,0.612877,0.868521,646
17,1411.77,0.298048,0.81656,1166
18,1496.56,0.334089,0.8914,1234
19,1581.34,0.372838,0.898239,1262
20,1668.82,0.818066,0.930217,622
21,1756.3,0.948548,0.977449,545
35,2628.4,0.506119,0.946281,993
36,2715.88,0.552151,0.961112,946
37,2898.91,0.587046,0.959807,872
39,3267.66,0.676841,0.975028,1015
43,3929.81,0.999223,0.97577,665
51,4128.99,1.11613,0.959201,562
53,4224.55,1.23803,0.955148,509
54,5699.57,1.67697,0.962048,373
68,6940.42,5.20893,0.91946,190
79,9120.66,4.54247,0.873096,144
