partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.329837,0.833489,1256
2,138.62,0.459899,0.959082,1038
3,207.257,0.225595,0.607835,1268
4,277.24,0.248943,0.804498,1221
5,345.877,0.309799,0.809308,1184
7,484.497,0.228138,0.843423,1271
8,554.48,0.208034,0.728365,1270
9,624.463,0.205536,0.661634,1268
10,693.1,0.271481,0.855076,1267
11,763.083,0.222316,0.82683,1269
12,833.066,0.198546,0.752754,1270
13,903.049,0.219811,0.696696,1271
14,974.377,0.238329,0.773481,1181
15,1044.36,0.289382,0.808275,1264
16,1114.34,0.307258,0.787267,1265
17,1185.67,0.302939,0.868093,1266
18,1255.65,0.333611,0.910671,1254
19,1328.33,0.380866,0.806752,986
20,1401,0.3738,0.865814,1256
21,1475.02,0.348983,0.917035,1261
26,1873.39,0.65134,0.814851,646
27,1947.41,0.727482,0.932039,699
28,2017.39,0.709119,0.897075,682
33,2421.14,0.628702,0.927004,946
34,2499.2,0.651327,0.93871,766
35,2575.91,0.608694,0.958806,862
36,2651.28,0.623018,0.917151,745
37,2729.33,0.667464,0.962514,792
38,2807.39,0.628012,0.959714,858
39,2886.79,0.624992,0.975635,797
44,3197.68,0.738428,0.978218,946
49,3936.54,0.895575,0.979791,770
58,4626.95,1.35809,0.965707,481
66,4796.52,1.45999,0.967702,453
68,5628.24,2.19456,0.953122,311
77,6314.61,3.75617,0.944479,244
83,7500.28,3.32056,0.831538,197
94,7786.94,1.86263,0.638133,434
96,8108.6,0.825421,0.502242,674
