partial,f,sigma,r2,fittedFrameCount
1,219.37,0.317957,0.727799,1001
2,440.085,0.317597,0.737037,1012
3,660.8,0.275417,0.649674,1009
4,881.516,0.341836,0.849134,1005
5,1103.58,0.347115,0.816259,1009
6,1325.64,0.368877,0.887461,999
7,1550.39,0.497233,0.945944,990
8,1779.18,0.553284,0.932029,992
14,3404.94,1.38574,0.986007,515
17,3647.19,1.32383,0.954483,476
18,4139.76,1.37305,0.954156,470
21,5707.64,2.80857,0.954635,246
27,6256.74,3.94659,0.884292,172
28,6543.4,5.04779,0.864101,163
29,7418.19,7.17999,0.9053,136
32,8019.77,7.73991,0.937756,144
34,8333.35,7.74235,0.930963,148
35,9636.11,4.84375,0.752863,199
39,9964.49,9.52813,0.914615,115
