partial,f,sigma,r2,fittedFrameCount
1,32.2998,0.248579,0.957442,1272
2,64.5996,0.211487,0.909029,1214
3,96.8994,0.15186,0.735114,1275
4,130.545,0.177861,0.850444,1275
5,162.845,0.162479,0.823914,1275
6,195.145,0.145523,0.67485,1276
7,227.444,0.181509,0.865406,1268
9,293.39,0.164591,0.796749,1251
10,327.036,0.159156,0.837892,1276
11,359.335,0.154803,0.72357,1275
13,425.281,0.148272,0.671952,1275
15,492.572,0.181741,0.768889,1276
16,526.218,0.176153,0.826314,1274
17,559.863,0.190287,0.75238,1272
18,593.509,0.208898,0.854434,1271
19,627.155,0.1772,0.764086,1273
20,660.8,0.209305,0.881599,1271
21,695.792,0.214639,0.883157,1271
22,730.783,0.220539,0.893824,1271
23,764.429,0.219038,0.836213,1268
24,818.262,0.636184,0.999992,926
26,869.403,0.275465,0.949631,1270
27,905.74,0.275856,0.972016,1270
28,940.732,0.312535,0.964141,1154
29,978.415,0.320464,0.977072,1189
30,1013.41,0.332566,0.958198,1258
31,1049.74,0.379548,0.995729,1241
32,1086.08,0.378726,0.970926,1256
33,1123.76,0.427723,0.983767,1273
34,1187.02,0.984497,0.999443,562
35,1220.66,0.961522,0.998224,556
36,1254.31,0.927138,0.996866,563
37,1289.3,0.949278,0.997418,562
38,1322.95,0.975718,0.999268,560
39,1356.59,0.895482,0.990191,683
41,1460.22,0.996279,0.999956,585
42,1495.21,1.03106,0.999836,559
43,1530.2,1.05462,0.999669,532
44,1584.04,0.655347,0.98826,860
45,1625.76,0.837792,0.925,542
46,1667.48,0.706821,0.973547,759
47,1710.54,0.856885,0.951924,613
48,1753.61,0.81475,0.954082,642
49,1795.33,0.957671,0.999916,611
50,1838.4,0.933622,0.949382,583
51,1880.12,0.935055,0.994393,616
52,1925.88,0.957545,0.99748,596
53,1967.6,1.00737,0.989372,591
54,2012.01,1.07632,0.988358,526
55,2056.42,1.08553,0.998392,526
56,2102.18,1.09289,0.985075,521
57,2147.94,1.11816,0.992066,503
58,2193.7,1.16842,0.999877,486
59,2239.45,1.1373,0.947403,443
60,2286.56,1.03632,0.953175,463
61,2332.31,1.28806,0.949843,408
62,2382.11,1.30574,0.993425,417
63,2429.21,1.19172,0.987946,472
64,2477.66,1.16895,0.99048,508
65,2524.77,1.17267,0.976373,487
67,2624.36,1.31459,0.982892,424
68,2675.5,1.40824,0.985621,388
71,2855.84,1.90124,0.997875,298
74,2775.09,1.68008,0.963697,305
81,3145.19,2.34864,0.977398,316
86,3596.04,3.09827,0.960368,242
87,4286.45,4.0447,0.983204,195
