partial,f,sigma,r2,fittedFrameCount
1,196.49,0.319112,0.932266,1009
2,391.635,0.271628,0.865413,1009
3,588.126,0.223466,0.66615,1014
4,784.616,0.273847,0.751789,1007
5,982.452,0.382892,0.897136,1000
6,1180.29,0.410992,0.894219,1003
7,1379.47,0.427013,0.906961,990
8,1577.31,0.443165,0.93172,939
9,1779.18,0.500072,0.925698,990
10,1982.4,0.526535,0.968127,924
11,2184.27,0.63044,0.939431,711
12,2388.84,0.683367,0.966455,755
13,2594.75,1.10235,0.981232,504
14,2803.35,1.11389,0.915457,497
15,3013.3,1.05806,0.974319,705
18,3873.28,1.45368,0.920736,448
22,5002.43,2.1203,0.97946,338
28,5715.72,2.59515,0.944628,248
31,6461.31,3.66662,0.919784,182
35,6710.28,3.76633,0.938616,180
36,8601.17,6.71985,0.905761,104
43,10375,6.44652,0.823613,162
