partial,f,sigma,r2,fittedFrameCount
1,98.2452,0.343584,0.868628,1258
2,196.49,0.229221,0.726476,1262
4,391.635,0.245319,0.697445,1268
5,489.88,0.221893,0.76586,1272
6,588.126,0.178209,0.646115,1263
7,686.371,0.285231,0.847854,1266
8,784.616,0.177325,0.628387,1268
9,884.207,0.242421,0.770749,1264
10,982.452,0.319711,0.816934,1091
11,1082.04,0.268338,0.794753,1263
12,1181.63,0.324312,0.846633,1256
13,1281.23,0.294302,0.876437,1219
14,1380.82,0.357122,0.901928,1213
15,1481.75,0.388761,0.947284,1251
16,1582.69,0.523555,0.963779,893
17,1683.63,0.42541,0.93404,1140
18,1784.56,0.433548,0.930049,1106
19,1886.85,0.435748,0.917596,978
20,1989.13,0.446309,0.908461,1143
21,2091.41,0.664217,0.944572,741
22,2195.04,0.56973,0.932719,843
23,2300.02,0.615576,0.903332,737
24,2404.99,0.628024,0.965327,799
29,2962.16,1.07171,0.878019,385
30,2932.55,0.688267,0.885817,668
34,3040.22,0.800957,0.985914,950
35,3149.23,0.948137,0.972184,781
36,3814.07,1.18251,0.953965,552
43,4628.29,1.58714,0.97662,433
50,4867.85,1.61585,0.969651,415
52,5112.79,1.97652,0.946485,316
55,5871.84,2.3636,0.934318,268
61,7077.69,3.1676,0.915399,198
70,7786.94,5.41593,0.91649,186
75,8080.33,3.9243,0.889874,277
77,9788.19,4.12945,0.812819,250
89,10617.2,5.39173,0.844586,194
