partial,f,sigma,r2,fittedFrameCount
1,34.9915,0.213863,0.934422,1279
2,68.6371,0.200239,0.894027,1273
3,103.629,0.167291,0.845662,1275
4,137.274,0.167954,0.857176,1274
5,172.266,0.181077,0.876172,1277
7,242.249,0.176458,0.818846,1277
8,275.894,0.154842,0.857553,1233
9,310.886,0.137843,0.748911,1276
11,380.869,0.159768,0.728386,1274
13,450.851,0.191494,0.881528,1275
15,520.834,0.224269,0.935042,1275
16,557.172,0.134403,0.67992,1277
17,592.163,0.201149,0.885385,1273
18,628.5,0.23726,0.898666,1259
19,663.492,0.229268,0.89474,1272
20,699.829,0.242856,0.834664,1271
21,736.166,0.18947,0.86872,1240
22,772.504,0.228573,0.927301,1272
23,808.841,0.237477,0.948423,1273
24,845.178,0.271695,0.938191,1272
25,881.516,0.26232,0.941225,1273
26,919.199,0.329225,0.979844,1273
27,956.882,0.336017,0.965741,1268
28,999.948,0.528009,0.954169,741
29,1033.59,0.350596,0.978505,1196
30,1072.62,0.358749,0.981407,1264
34,1255.65,0.6888,0.97063,851
35,1291.99,0.668947,0.980379,843
36,1326.98,0.970856,0.999177,587
37,1379.47,0.527288,0.998947,1088
38,1421.19,0.549679,0.991218,1012
39,1461.57,0.563181,0.989713,961
40,1499.25,0.573144,0.953595,820
41,1543.66,0.623338,0.979695,921
42,1585.38,0.731672,0.93057,768
43,1625.76,0.675819,0.976747,814
44,1668.82,0.676985,0.998047,857
45,1710.54,0.766549,0.976343,708
46,1753.61,0.772539,0.984029,718
47,1796.68,0.81816,0.996096,692
48,1838.4,0.902149,0.992829,676
49,1882.81,0.900765,0.995988,631
50,1927.22,0.97491,0.99939,591
51,1971.63,0.993202,0.997966,622
59,2387.49,1.12112,0.972088,498
60,2435.94,1.24157,0.999885,460
61,2484.39,1.18124,0.98438,436
62,2532.84,1.24309,0.967245,412
63,2582.64,1.56469,0.998366,383
64,2641.85,1.25158,0.99991,476
65,2680.88,1.22251,0.979693,485
67,2784.51,1.59142,0.99525,349
68,2835.65,1.65386,0.987925,345
71,3045.6,2.03104,0.986906,393
81,3262.28,2.41299,0.977666,310
85,4146.49,4.1259,0.966109,177
86,4496.4,2.72843,0.948101,273
