partial,f,sigma,r2,fittedFrameCount
1,43.0664,0.313211,0.779149,1270
2,87.4786,0.33403,0.978724,1264
3,130.545,0.275582,0.965911,1270
4,173.611,0.2925,0.903744,1269
5,218.024,0.272992,0.805568,1268
6,261.09,0.256386,0.961668,1271
7,305.502,0.199184,0.629797,1274
9,392.981,0.183769,0.690373,1274
11,480.46,0.261792,0.856661,1277
13,567.938,0.24554,0.752322,1267
14,612.35,0.275509,0.942514,1263
15,656.763,0.311141,0.816867,1261
16,701.175,0.275796,0.892516,1272
17,745.587,0.273439,0.884281,1270
18,791.345,0.183851,0.690332,1274
19,835.757,0.207432,0.721683,1271
20,881.516,0.214547,0.720858,1271
21,925.928,0.337183,0.901147,1135
22,971.686,0.41983,0.84444,1062
23,1018.79,0.328128,0.921637,1240
24,1065.89,0.315989,0.862505,1260
25,1137.22,0.864996,0.901541,577
26,1180.29,1.41735,0.89926,398
27,1224.7,1.16548,0.882085,434
28,1269.11,0.985518,0.893309,494
29,1314.87,0.971576,0.95115,506
34,1580,0.691602,0.970277,780
35,1629.79,0.65244,0.936289,873
36,1678.24,0.625054,0.955493,854
37,1729.39,0.624584,0.962592,889
38,1776.49,0.549429,0.967138,1019
39,1827.63,0.685847,0.955383,748
40,1881.46,0.706003,0.944935,635
41,1927.22,0.652783,0.972288,816
42,1977.02,0.737873,0.97222,723
43,2030.85,0.65667,0.991751,896
49,2395.57,0.810631,0.912299,580
50,2449.4,0.8664,0.968757,635
51,2504.58,0.960097,0.948705,590
52,2558.41,1.02938,0.966679,572
53,2613.59,1.08789,0.935859,416
54,2667.43,1.1037,0.971585,518
61,3137.12,1.50678,0.995458,538
70,3488.38,1.37858,0.964334,491
76,3612.19,1.48166,0.980226,511
78,3680.83,1.62167,0.964652,411
79,3765.62,1.4695,0.983309,465
80,4263.57,3.05944,0.952051,243
87,4390.08,2.21223,0.990808,349
89,4975.52,3.82098,0.959902,194
