partial,f,sigma,r2,fittedFrameCount
1,57.8705,0.264857,0.811396,1265
2,117.087,0.231448,0.841834,1270
3,174.957,0.332622,0.875675,1235
4,232.828,0.207857,0.833967,1270
5,290.698,0.265728,0.868819,1270
7,407.785,0.272189,0.875649,1268
8,465.656,0.159799,0.672969,1271
11,641.959,0.156639,0.662077,1273
12,699.829,0.210457,0.635424,1272
13,759.045,0.176935,0.65001,1273
14,816.916,0.225292,0.775954,1270
16,935.349,0.237584,0.831705,1271
17,994.565,0.214828,0.786695,1270
18,1053.78,0.238146,0.751358,1265
19,1114.34,0.282832,0.800986,1268
20,1176.25,0.327245,0.917859,1254
26,1575.96,0.525803,0.915471,912
27,1635.18,0.426009,0.86824,1063
28,1693.05,0.504132,0.935058,883
29,1752.26,0.547365,0.956038,847
30,1837.05,0.393957,0.921668,1260
31,1898.96,0.405084,0.920917,1225
32,1962.21,0.431756,0.948913,1259
33,2022.78,0.440762,0.960258,1214
34,2084.68,0.459696,0.972961,1114
35,2149.28,0.46785,0.939071,1034
36,2225.99,0.55901,0.924971,837
40,2523.42,0.607772,0.928769,847
41,2592.06,0.6052,0.945982,908
42,2658,0.589086,0.980186,927
43,2721.26,0.624162,0.957467,737
44,2788.55,0.608365,0.969175,948
50,3050.99,0.71881,0.979879,1015
55,3118.28,0.674601,0.983353,1052
56,3832.91,1.16572,0.990965,648
65,4018.63,0.97191,0.972244,689
68,4456.03,1.18614,0.982495,580
73,4600.03,1.77817,0.960156,368
75,5959.31,2.57206,0.966798,273
90,6901.39,3.57082,0.939596,188
