partial,f,sigma,r2,fittedFrameCount
1,391.635,0.501127,0.755707,745
2,784.616,0.376255,0.705997,751
3,1178.94,0.541058,0.883669,743
4,1575.96,0.510526,0.868061,738
5,1975.67,0.631198,0.942648,746
6,2380.76,0.701856,0.945398,701
7,2788.55,0.86585,0.943166,547
9,3201.72,1.2749,0.959545,544
10,3622.96,1.63611,0.958565,401
11,4482.94,2.45656,0.943282,260
13,4925.72,2.9836,0.938612,220
15,5838.19,4.71501,0.933405,158
17,6797.76,7.60336,0.908719,124
19,7797.71,7.85161,0.901764,144
22,8848.8,5.71527,0.730748,167
24,9391.17,3.74235,0.627746,207
25,9932.19,3.64909,0.613561,209
