partial,f,sigma,r2,fittedFrameCount
1,110.358,0.510725,0.813197,917
2,219.37,0.278899,0.797725,1142
4,440.085,0.234786,0.701097,1257
5,550.443,0.262835,0.774862,1269
6,660.8,0.184377,0.808523,1263
7,771.158,0.216962,0.768871,1268
8,881.516,0.223743,0.71423,1270
9,991.873,0.279599,0.852405,1265
10,1103.58,0.310262,0.824609,1269
11,1216.63,0.291041,0.800866,1259
12,1331.02,0.367101,0.839147,892
20,2318.86,0.823271,0.905663,448
23,2702.42,0.67692,0.970639,748
24,2820.85,1.11392,0.951904,478
25,2943.32,1.03123,0.953327,501
29,3422.43,1.03678,0.969021,680
33,3544.9,1.07417,0.983314,663
34,4299.91,1.38555,0.98364,536
40,4429.11,1.40917,0.972352,507
41,4822.09,1.80221,0.947705,363
43,5500.39,2.03823,0.955825,342
48,5636.32,2.24722,0.958265,285
49,6349.6,2.73712,0.900594,227
53,7241.89,4.26141,0.879113,216
58,8508.31,4.16351,0.912289,164
65,9350.79,2.29548,0.668742,353
