partial,f,sigma,r2,fittedFrameCount
1,261.09,0.41292,0.871003,752
2,523.526,0.479148,0.929235,750
3,784.616,0.29482,0.617029,756
4,1048.4,0.381742,0.724344,749
5,1313.53,0.487457,0.857026,741
6,1578.65,0.543864,0.94208,740
7,1846.47,0.62172,0.88506,691
8,2116.98,0.721012,0.951436,734
12,3216.52,1.32092,0.98755,572
13,4075.16,1.53222,0.968325,436
18,4967.44,2.44675,0.963792,275
21,5276.98,2.82368,0.943166,247
22,5906.83,3.89213,0.947711,186
24,6885.24,5.16481,0.945099,135
27,7572.96,6.86601,0.923072,104
29,7924.22,9.0548,0.917183,101
30,8274.13,8.96511,0.897519,89
31,9773.38,10.8436,0.931127,106
