partial,f,sigma,r2,fittedFrameCount
1,174.957,0.279377,0.800638,1011
2,348.569,0.286804,0.806399,1012
3,523.526,0.231648,0.625007,1012
4,698.483,0.330053,0.853461,1009
6,1049.74,0.360207,0.872137,997
7,1227.39,0.384948,0.907951,998
8,1403.7,0.38513,0.845183,957
9,1581.34,0.390583,0.876699,1000
10,1760.34,0.459843,0.940002,991
11,1940.68,0.569805,0.88475,761
12,2121.02,0.544693,0.905294,855
13,2304.05,0.645283,0.93214,867
14,2489.78,0.739768,0.897956,663
17,2855.84,0.751805,0.915129,572
19,3231.33,0.961101,0.947779,755
21,3422.43,1.27927,0.977219,552
22,3613.54,0.984218,0.956391,630
23,4807.29,1.98275,0.95799,341
30,5013.2,2.15959,0.962497,307
31,5433.1,2.74016,0.927096,240
33,6081.78,2.96872,0.951665,221
36,6525.91,3.58121,0.931615,180
38,6752,3.67689,0.912054,172
39,7454.53,4.62216,0.918078,150
42,7934.99,4.94106,0.911972,139
44,8933.59,7.62893,0.934237,152
48,9185.26,6.88984,0.91463,165
49,9715.51,4.04559,0.761219,231
