partial,f,sigma,r2,fittedFrameCount
2,415.86,0.293395,0.693041,1012
3,623.117,0.287354,0.8294,1011
4,831.72,0.349543,0.856205,1001
5,1040.32,0.36407,0.812785,995
6,1250.27,0.378273,0.838572,991
7,1461.57,0.505294,0.874641,844
8,1674.21,0.562757,0.964688,997
9,1886.85,0.598263,0.946057,844
10,2100.83,0.630793,0.918263,797
11,2317.51,0.70618,0.951742,767
12,2536.88,0.946498,0.985911,560
13,2756.25,0.979679,0.949846,498
14,2976.97,1.00647,0.95941,530
16,3201.72,1.07526,0.970571,721
18,4360.47,1.94829,0.974326,373
24,5092.6,2.26222,0.983309,327
27,5340.23,2.38425,0.966424,296
28,5852.99,3.08777,0.946432,227
30,6920.23,4.43871,0.927671,153
35,7755.99,6.92426,0.892939,138
38,8052.07,4.78268,0.84358,220
39,8344.12,4.82529,0.815816,215
