partial,f,sigma,r2,fittedFrameCount
1,65.9454,0.314498,0.939825,1272
2,130.545,0.271053,0.906834,1268
3,196.49,0.215074,0.88706,1272
4,261.09,0.253485,0.846457,1273
5,327.036,0.214802,0.836683,1272
6,391.635,0.195528,0.783494,1274
7,457.581,0.193966,0.812045,1272
11,720.016,0.334776,0.952804,1260
12,785.962,0.195778,0.699714,1273
13,851.907,0.159288,0.634409,1273
14,919.199,0.233262,0.699087,1265
15,985.144,0.23021,0.755046,1198
16,1051.09,0.335377,0.793694,1262
17,1118.38,0.272574,0.773643,1274
18,1184.33,0.26901,0.824486,1266
19,1252.96,0.286424,0.811612,1206
20,1321.6,0.307223,0.760238,1113
27,1837.05,0.601843,0.917708,784
33,2283.87,0.583204,0.962311,847
34,2356.54,0.555605,0.953098,906
35,2426.52,0.562427,0.953068,964
36,2499.2,0.628935,0.962269,877
37,2570.53,0.636403,0.904911,752
38,2645.89,0.663861,0.959275,795
41,2908.33,0.937054,0.978108,593
44,2715.88,0.608522,0.987729,853
45,3085.98,0.67128,0.973843,1126
50,3620.27,0.929448,0.976835,741
57,3698.33,0.836854,0.983305,840
58,4392.77,1.60762,0.947437,441
66,5268.91,1.6658,0.957094,402
76,7025.21,2.35446,0.91688,249
93,7282.26,3.57192,0.836462,287
96,7906.72,4.90387,0.87594,196
