partial,f,sigma,r2,fittedFrameCount
1,146.695,0.351963,0.803302,1007
3,440.085,0.196239,0.662196,1015
5,734.821,0.247229,0.70384,1013
6,882.861,0.378384,0.898012,1008
7,1030.9,0.392147,0.887713,1001
8,1178.94,0.418934,0.862665,1000
9,1328.33,0.431743,0.897722,989
10,1479.06,0.406781,0.832575,907
11,1627.1,0.40967,0.870932,932
12,1781.87,0.455822,0.901776,930
20,2701.07,0.84008,0.915857,626
21,2858.53,0.866396,0.909508,559
22,3017.34,0.870533,0.981803,853
23,3500.49,1.25775,0.962603,597
26,4162.64,1.4419,0.973842,487
31,4678.09,1.74872,0.947115,363
34,6317.3,3.03268,0.945233,220
35,6582.43,3.678,0.947875,190
44,7500.28,4.29623,0.929417,161
48,7912.11,5.74238,0.910516,175
50,8774.78,6.36461,0.934758,173
54,8988.77,7.63286,0.945729,143
55,9661.68,3.22111,0.707445,269
58,10839.3,3.46881,0.665836,241
