partial,f,sigma,r2,fittedFrameCount
1,123.816,0.269611,0.88804,1265
4,493.918,0.223093,0.770482,1271
6,741.55,0.236935,0.757189,1269
7,865.366,0.231265,0.706441,1267
8,990.527,0.264555,0.795699,1259
9,1114.34,0.236713,0.814874,1263
10,1239.51,0.277549,0.896882,1258
11,1366.01,0.3925,0.93261,1247
12,1496.56,0.426323,0.816987,712
21,2730.68,0.85663,0.916672,592
23,2781.82,1.07892,0.968162,486
25,2915.06,0.868235,0.940684,606
26,3873.28,1.02718,0.966428,677
32,5033.39,2.07831,0.979063,329
41,5184.12,2.07849,0.955502,309
42,5957.97,2.50137,0.94399,265
46,6441.12,2.93434,0.916686,212
49,7279.57,3.65671,0.885674,173
54,7451.83,5.41186,0.920204,195
55,8027.85,5.14328,0.916148,215
57,8890.52,4.23249,0.830628,253
