partial,f,sigma,r2,fittedFrameCount
1,165.536,0.267555,0.850371,916
2,329.727,0.395341,0.877183,1011
3,493.918,0.32475,0.801478,1013
4,659.454,0.358043,0.705369,1006
5,824.991,0.283439,0.716187,1011
6,990.527,0.343869,0.862465,987
8,1324.29,0.492831,0.901469,997
9,1491.17,0.36909,0.863471,1007
10,1660.75,0.378621,0.859451,991
11,1828.98,0.399259,0.91481,991
12,2001.24,0.428449,0.92569,956
13,2174.85,0.475101,0.92443,1005
18,2688.96,0.648078,0.92668,712
19,3219.21,0.837309,0.967565,791
20,3945.96,1.08711,0.962246,621
27,4134.38,1.30093,0.959557,501
28,4511.21,1.84033,0.937878,345
30,4700.97,2.12336,0.937814,297
31,5489.62,2.17901,0.9609,323
35,7169.21,4.18975,0.918989,155
43,7298.41,6.04792,0.920669,158
44,8537.92,6.90495,0.947817,160
49,9021.07,7.00321,0.920836,162
51,10015.6,6.19039,0.841544,174
55,10532.4,4.35367,0.723478,197
